"","count","prop","prop_se","est","est_se","var_1_value","var_1_name","var_2_value","var_2_name","geography","var_1_nice_name","var_2_nice_name","category_1","category_2"
"11",2337,0.122715940983165,0.00532484197353241,1207971.71483059,54930.7254577919,"$100,000-$199,000","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"12",203,0.0116542943990424,0.00180545329106913,71613.0789922755,11094.6519789,"$200,000 or more","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"13",5074,0.817102551938784,0.00805586858345684,5020915.68937797,133141.266176475,"$200,000 or more","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"14",115,0.022912334583358,0.00383679725123699,140791.262879911,23894.8882427738,"$200,000 or more","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"15",398,0.0304356149238381,0.00340013739391007,187020.167938986,21073.168488399,"$200,000 or more","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"16",1647,0.117895204154977,0.00637689474838796,724440.131583988,40346.6075250229,"$200,000 or more","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"17",295,0.00397660121140398,0.0005895784010697,29569.8863688135,4336.95629315665,"$25,000-$49,999","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"18",8462,0.8289419500437,0.00771056032955997,6163987.27607912,176653.597236018,"$25,000-$49,999","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"19",212,0.00784008778155561,0.00151185018633509,58298.655685485,11233.1581057365,"$25,000-$49,999","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"20",1463,0.0573719217580235,0.00489093019720165,426615.875456683,36912.1170568871,"$25,000-$49,999","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"21",3324,0.100268830094763,0.00584897366814929,745595.98878893,43834.2038082937,"$25,000-$49,999","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"22",212,0.00160060911055383,0.000326330203861462,11902.0809489856,2411.65565865462,"$25,000-$49,999","hhincome_broad",NA,"mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"23",352,0.00730694345519517,0.00171661030365731,65688.0442326493,15484.0872561012,"$50,000-$74,999","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"24",10917,0.844279636293328,0.00643797247071994,7589914.77539495,175030.015487131,"$50,000-$74,999","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"25",188,0.00543582621687879,0.00103843243897424,48867.0529838925,9329.86460061848,"$50,000-$74,999","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"26",1273,0.0414232509207594,0.00356217802344311,372387.21709395,32432.4404668406,"$50,000-$74,999","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"27",3397,0.0998117673809603,0.00515157053215981,897288.97327074,47327.2920007315,"$50,000-$74,999","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"28",212,0.00174257573287801,0.000406319703092093,15665.4273461836,3644.31908596447,"$50,000-$74,999","hhincome_broad",NA,"mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"29",361,0.00718629746396449,0.0010547341581225,54195.8834042979,7911.71391003062,"$75,000-$99,999","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"30",9896,0.830419837865435,0.00775991460933934,6262659.86556348,160669.835468217,"$75,000-$99,999","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"31",194,0.00718834543242119,0.00195977346431264,54211.3282784144,14833.3177547591,"$75,000-$99,999","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"32",1091,0.0328058495207763,0.00356792524239613,247407.236413797,27198.2709469646,"$75,000-$99,999","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"33",3088,0.120368224488514,0.00673366191496066,907764.017934634,53068.9269251642,"$75,000-$99,999","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"34",175,0.00203144522888891,0.000717600924901388,15320.2632258342,5411.18357311901,"$75,000-$99,999","hhincome_broad",NA,"mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"35",121,0.00414410096924702,0.00171439803200031,18050.2615490911,7476.72034786091,"Prefer not to answer","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"36",4895,0.866803054722735,0.00890884012806637,3775492.43259373,130043.631519985,"Prefer not to answer","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"37",91,0.00905795310710584,0.00218912981147165,39453.2912918794,9540.67929265104,"Prefer not to answer","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"38",462,0.0220186962529203,0.00381095858309751,95905.7777029543,16694.1612960529,"Prefer not to answer","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"39",1483,0.0977409530496434,0.00769779057373856,425725.574665247,34270.5150848374,"Prefer not to answer","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"40",52,0.000235241898348609,5.09211194132064e-05,1024.63183788415,219.488300410342,"Prefer not to answer","hhincome_broad",NA,"mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"41",210,0.00479333226422413,0.000836650599075613,21850.8319373659,3768.03388045106,"Under $25,000","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"42",3539,0.667470603450208,0.0144342697890752,3042724.17916421,121607.7356368,"Under $25,000","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"43",174,0.00981226089060972,0.00203217287335322,44730.0649793376,9244.84006241398,"Under $25,000","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"44",1324,0.143990929195179,0.00994173012940733,656395.472066922,47670.001083537,"Under $25,000","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"45",2023,0.170602609920376,0.012026954561307,777707.18822671,60284.815298919,"Under $25,000","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"46",115,0.00333026427940251,0.000780077917655443,15181.3062531387,3534.82771594099,"Under $25,000","hhincome_broad",NA,"mode_simple","regional","Household income 2020 broad categories, all respondents","Mode Group","Test1","Test2"
"47",234,0.00429494982244973,0.000669553904148567,32541.8537110564,5042.40164954677,"Female","gender_grp","Bike","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"48",10404,0.857624267469702,0.00640361916761137,6498023.16785452,159051.913053402,"Female","gender_grp","Drive","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"49",216,0.0118820124338717,0.00251228519134082,90027.2940081666,19157.490383683,"Female","gender_grp","Other","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"50",944,0.0391686976136198,0.00346016813984237,296772.274528695,26421.8266461124,"Female","gender_grp","Transit","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"51",2983,0.0870300726603567,0.00488715078130645,659406.98030334,37391.3053254919,"Female","gender_grp","Walk","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"52",443,0.00916679683923916,0.00106720058847356,64645.7055044388,7459.91993519957,"Male","gender_grp","Bike","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"53",9033,0.816738508081462,0.0071073376372511,5759769.52402396,143208.744078091,"Male","gender_grp","Drive","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"54",219,0.0114934423139412,0.0018047604087792,81053.5784843431,12750.0182832187,"Male","gender_grp","Other","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"55",878,0.0538673857652274,0.00439147989208768,379881.349782583,31578.242769115,"Male","gender_grp","Transit","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"56",3000,0.10873386700013,0.00540637147943266,766808.47931093,38693.9536098752,"Male","gender_grp","Walk","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"57",107,0.0177922930802684,0.00328688731637141,35325.6011846346,6400.26252926149,"Non-binary, another, prefer not to answer","gender_grp","Bike","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"58",2307,0.851306446769201,0.0121148556625703,1690221.25977837,95708.6102034286,"Non-binary, another, prefer not to answer","gender_grp","Drive","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"59",28,0.0051724618630147,0.00204741183157928,10269.6332671265,4053.87524214719,"Non-binary, another, prefer not to answer","gender_grp","Other","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"60",309,0.0478903866424919,0.00693763857272241,95083.6798538788,13606.5902956942,"Non-binary, another, prefer not to answer","gender_grp","Transit","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"61",826,0.0765418665904701,0.00856953917797962,151969.588231494,16567.7940103938,"Non-binary, another, prefer not to answer","gender_grp","Walk","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"62",32,0.0012965450545538,0.000452953771878067,2574.21757321833,891.323755400826,"Non-binary, another, prefer not to answer","gender_grp",NA,"mode_simple","regional","Gender","Mode Group","Test1","Test2"
"63",2053,0.00869096721988051,0.000847646645963149,413279.400488518,40440.1190124425,NA,"gender_grp","Bike","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"64",52535,0.809228528714264,0.00351819340715425,38481042.7589939,412762.31622034,NA,"gender_grp","Drive","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"65",1307,0.00919039621132904,0.000908893679167153,437028.622980151,43390.7756278009,NA,"gender_grp","Other","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"66",7731,0.0491459655939777,0.0019023992037891,2337025.86642453,91927.0007910749,NA,"gender_grp","Transit","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"67",18356,0.121321909095419,0.00285963270416264,5769190.53869894,141187.535961416,NA,"gender_grp","Walk","mode_simple","regional","Gender","Mode Group","Test1","Test2"
"68",1416,0.00242223316512941,0.000374695388824353,115183.850657977,17822.239536859,NA,"gender_grp",NA,"mode_simple","regional","Gender","Mode Group","Test1","Test2"
"69",823,0.00751507049623387,0.00140426685990026,123134.548007993,23059.08871875,"2017","survey_year","Bike","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"70",20153,0.819529566642652,0.00652045794075786,13428004.8095758,289638.929068737,"2017","survey_year","Drive","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"71",417,0.00704143126762088,0.00150162172060269,115373.961814778,24676.8996708139,"2017","survey_year","Other","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"72",3486,0.0562127008142029,0.00353731607857126,921045.984935766,58544.1261258518,"2017","survey_year","Transit","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"73",6931,0.10561523036621,0.00524916334494716,1730507.2068746,89230.7803893329,"2017","survey_year","Walk","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"74",545,0.00408600041307963,0.00103312943407847,66949.1808862172,16947.5430709207,"2017","survey_year",NA,"mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"75",1128,0.00933787508300477,0.00162040427027413,156212.228069503,27228.5131856009,"2019","survey_year","Bike","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"76",24296,0.811294025232062,0.00610091383338153,13572043.5510682,259507.18359628,"2019","survey_year","Drive","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"77",796,0.0100179548691048,0.00173160603539305,167589.203849042,29116.1396535605,"2019","survey_year","Other","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"78",3964,0.0587522042578907,0.00366820844763955,982858.803479127,62783.1415217848,"2019","survey_year","Transit","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"79",9762,0.107560745269214,0.00465296589621077,1799371.21903684,80603.7698788718,"2019","survey_year","Walk","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"80",903,0.00303719528872461,0.000337308720463273,50808.887344978,5591.18031478713,"2019","survey_year",NA,"mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"81",153,0.010485435871507,0.00130083733276748,160184.407476736,19960.3615574325,"2021","survey_year","Bike","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"82",8858,0.797970758430801,0.00521911625919838,12190477.7912326,182179.998350716,"2021","survey_year","Drive","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"83",110,0.0101500722650151,0.00134660112231604,155061.108717059,20671.6544498907,"2021","survey_year","Other","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"84",447,0.030702100635404,0.00219632369000331,469031.317232832,33986.8944219845,"2021","survey_year","Transit","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"85",1995,0.150691632797273,0.00463080461885429,2302093.13252553,75792.3520448822,"2021","survey_year","Walk","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"86",733,0.00673547363780091,0.000595403934243811,106261.377334415,9315.94352784314,"2023","survey_year","Bike","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"87",20972,0.839136248923493,0.00457737988768603,13238530.5587741,220141.519768866,"2023","survey_year","Drive","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"88",447,0.0114319557816461,0.00147396822018658,180354.854358908,23359.8793609155,"2023","survey_year","Other","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"89",1965,0.0466410649120377,0.00268018698079995,735827.06494196,42823.7551122305,"2023","survey_year","Transit","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
"90",6477,0.0960552567450225,0.00348057980643516,1515404.02810774,55478.6133286976,"2023","survey_year","Walk","mode_simple","regional","Survey data collection year","Mode Group","Test1","Test2"
