"","hhid","error_flag","person_id","day_id","tripnum","tripid","depart_time_timestamp","arrival_time_timestamp","mode_1","distance_miles","travel_time","speed_mph","origin_lat","origin_lng","dest_lat","dest_lng","origin_purpose","dest_purpose","arrive_date","arrival_time_hour","arrival_time_minute","depart_time_hour","depart_time_minute"
"16",23004852,NA,"2300485201",230048520102,16,"2300485201017",2023-04-20 08:23:00,2023-04-20 08:38:00,3,3.914017,15,15.656068,47.6664,-122.3174,47.6271,-122.3475,46,11,2023-04-20,8,38,8,23
"17",23004852,NA,"2300485201",230048520102,17,"2300485201018",2023-04-20 08:39:00,2023-04-20 08:50:00,1,0.309443,11,1.68787397795269,47.6272,-122.3474,47.6231,-122.346,11,10,2023-04-20,8,50,8,39
"18",23004852,NA,"2300485201",230048520102,18,"2300485201019",2023-04-20 12:03:00,2023-04-20 12:06:00,1,0.53003,3,10.6006,47.6231,-122.346,47.6269,-122.3424,10,50,2023-04-20,12,6,12,3
"19",23004852,NA,"2300485201",230048520102,19,"2300485201020",2023-04-20 13:00:00,2023-04-20 13:14:00,1,0.53003,14,2.27156038794341,47.6269,-122.3424,47.6232,-122.3463,50,10,2023-04-20,13,14,13,0
"20",23004852,NA,"2300485201",230048520102,20,"2300485201021",2023-04-20 16:42:00,2023-04-20 17:01:00,3,4.403036,19,13.9043534828494,47.6232,-122.346,47.6665,-122.3179,10,45,2023-04-20,16,45,16,42
"21",23004852,NA,"2300485201",230048520102,21,"2300485201023",2023-04-20 17:09:00,2023-04-20 17:45:00,3,9.130428,36,15.21738,47.6664,-122.3183,47.5556,-122.2689,45,1,2023-04-20,17,45,17,9
"22",23004852,NA,"2300485201",230048520103,22,"2300485201024",2023-04-21 07:59:00,2023-04-21 08:30:00,3,9.12235,31,17.6561840724956,47.5558,-122.2686,47.6664,-122.3184,1,46,2023-04-21,8,30,7,59
"23",23004852,NA,"2300485201",230048520103,23,"2300485201025",2023-04-21 08:30:00,2023-04-21 08:45:00,3,6.743742,15,26.974968,47.6664,-122.3184,47.7491,-122.3527,46,97,2023-04-21,8,45,8,30
"24",23004852,NA,"2300485201",230048520103,24,"2300485201026",2023-04-21 09:10:00,2023-04-21 09:41:00,3,20.285284,31,39.2618906605041,47.7491,-122.353,47.4669,-122.341,97,33,2023-04-21,9,41,9,10
"25",23004852,NA,"2300485201",230048520103,25,"2300485201027",2023-04-21 09:45:00,2023-04-21 09:51:00,3,1.808812,6,18.08812,47.4669,-122.3414,47.4523,-122.3594,33,97,2023-04-21,9,51,9,45
"26",23004852,NA,"2300485201",230048520103,26,"2300485201028",2023-04-21 09:51:00,2023-04-21 10:13:00,3,11.000134,22,30.0004200007636,47.4523,-122.3594,47.5555,-122.269,97,1,2023-04-21,10,13,9,51
"27",23004852,NA,"2300485201",230048520103,27,"2300485201029",2023-04-21 16:06:00,2023-04-21 16:35:00,3,9.160875,29,18.9535475541707,47.5558,-122.2685,47.6664,-122.3184,1,45,2023-04-21,16,35,16,6
"28",23004852,NA,"2300485201",230048520103,28,"2300485201030",2023-04-21 16:35:00,2023-04-21 17:01:00,3,6.164624,26,14.2260663277433,47.6664,-122.3184,47.5837,-122.3053,45,45,2023-04-21,17,1,16,35
"29",23004852,NA,"2300485201",230048520103,29,"2300485201031",2023-04-21 17:09:00,2023-04-21 17:20:00,3,3.098778,11,16.902456186284,47.584,-122.3055,47.5556,-122.2685,45,1,2023-04-21,17,20,17,9
"30",23004852,NA,"2300485201",230048520104,30,"2300485201032",2023-04-22 08:46:00,2023-04-22 09:02:00,3,6.682226,16,25.0584101460254,47.5558,-122.2686,47.4776,-122.2186,1,30,2023-04-22,9,2,8,46
"31",23004852,NA,"2300485201",230048520104,31,"2300485201033",2023-04-22 09:57:00,2023-04-22 10:26:00,3,12.166448,29,25.1719787392957,47.4781,-122.2191,47.6234,-122.3305,30,52,2023-04-22,10,26,9,57
"32",23004852,NA,"2300485201",230048520104,32,"2300485201034",2023-04-22 13:18:00,2023-04-22 13:35:00,3,12.171419,17,42.9579999505882,47.6236,-122.3304,47.4786,-122.2185,52,30,2023-04-22,13,35,13,18
"33",23004852,NA,"2300485201",230048520104,33,"2300485201035",2023-04-22 13:38:00,2023-04-22 14:01:00,3,6.758033,23,17.6296666344927,47.4786,-122.2185,47.5555,-122.2686,30,1,2023-04-22,14,1,13,38
"34",23004852,NA,"2300485201",230048520104,34,"2300485201036",2023-04-22 16:38:00,2023-04-22 16:44:00,3,0.461057,6,4.61057,47.5557,-122.2686,47.5582,-122.275,1,46,2023-04-22,16,44,16,38
"35",23004852,NA,"2300485201",230048520104,35,"2300485201037",2023-04-22 16:44:00,2023-04-22 16:46:00,3,0.470378,2,14.1114811148111,47.5582,-122.275,47.5555,-122.2684,46,1,2023-04-22,16,46,16,44
"36",23004852,NA,"2300485201",230048520104,36,"2300485201038",2023-04-22 16:58:00,2023-04-22 17:12:00,3,3.139789,14,13.456257794654,47.5558,-122.2686,47.5754,-122.3121,1,50,2023-04-22,17,12,16,58
"37",23004852,NA,"2300485201",230048520104,37,"2300485201039",2023-04-22 17:12:00,2023-04-22 19:06:00,3,3.387715,114,1.78300789473684,47.5754,-122.3121,47.5555,-122.2686,50,1,2023-04-22,17,15,17,12
"38",23004852,NA,"2300485201",230048520104,38,"2300485201041",2023-04-22 21:01:00,2023-04-22 21:04:00,3,0.460436,3,9.20872,47.5558,-122.2686,47.5582,-122.275,1,45,2023-04-22,21,4,21,1
"39",23004852,NA,"2300485201",230048520104,39,"2300485201042",2023-04-22 21:04:00,2023-04-22 21:06:00,3,0.442416,2,13.2726127261273,47.5582,-122.275,47.5555,-122.269,45,1,2023-04-22,21,6,21,4
"40",23004852,NA,"2300485201",230048520105,40,"2300485201043",2023-04-23 10:11:00,2023-04-23 10:48:00,3,7.284956,37,11.8134549334648,47.5558,-122.2686,47.6205,-122.3517,1,53,2023-04-23,10,40,10,11
"41",23004852,NA,"2300485201",230048520105,41,"2300485201045",2023-04-23 11:51:00,2023-04-23 12:08:00,1,0.43061,17,1.5198017880021,47.6206,-122.3518,47.6233,-122.3566,53,50,2023-04-23,12,8,11,51
"42",23004852,NA,"2300485201",230048520105,42,"2300485201046",2023-04-23 12:18:00,2023-04-23 12:23:00,3,0.303851,5,3.64622658490634,47.6236,-122.3563,47.6204,-122.358,50,53,2023-04-23,12,23,12,18
"43",23004852,NA,"2300485201",230048520105,43,"2300485201047",2023-04-23 12:23:00,2023-04-23 12:53:00,3,13.829237,30,27.658474,47.6204,-122.358,47.4517,-122.2515,53,53,2023-04-23,12,53,12,23
"44",23004852,NA,"2300485201",230048520105,44,"2300485201048",2023-04-23 14:10:00,2023-04-23 14:33:00,3,8.715352,23,22.7357206397571,47.4518,-122.2514,47.5556,-122.2686,53,1,2023-04-23,14,33,14,10
"45",23004852,NA,"2300485201",230048520105,45,"2300485201049",2023-04-23 17:20:00,2023-04-23 18:45:00,1,0.229907,85,0.162287370488174,47.5556,-122.2686,47.5557,-122.2706,1,50,2023-04-23,18,45,17,20
"46",23004852,NA,"2300485201",230048520105,46,"2300485201050",2023-04-23 18:45:00,2023-04-23 18:47:00,1,0.21748,2,6.52446524465245,47.5557,-122.2706,47.5556,-122.2686,50,1,2023-04-23,18,47,18,45
"47",23004852,NA,"2300485201",230048520106,47,"2300485201051",2023-04-24 07:43:00,2023-04-24 07:48:00,3,0.526301,5,6.31563726254905,47.5558,-122.2687,47.5582,-122.2765,1,45,2023-04-24,7,48,7,43
"48",23004852,NA,"2300485201",230048520106,48,"2300485201052",2023-04-24 07:48:00,2023-04-24 08:00:00,3,2.553214,12,12.76607,47.5582,-122.2765,47.5841,-122.3055,45,46,2023-04-24,8,0,7,48
"49",23004852,NA,"2300485201",230048520106,49,"2300485201053",2023-04-24 08:03:00,2023-04-24 08:23:00,3,6.12237,20,18.3671283671284,47.5844,-122.3056,47.6667,-122.3192,46,46,2023-04-24,8,23,8,3
"50",23004852,NA,"2300485201",230048520106,50,"2300485201054",2023-04-24 08:30:00,2023-04-24 08:56:00,3,9.264023,26,21.3785310604085,47.6669,-122.319,47.5555,-122.2685,46,1,2023-04-24,8,56,8,30
"51",23004852,NA,"2300485201",230048520106,51,"2300485201055",2023-04-24 16:00:00,2023-04-24 16:32:00,3,9.216799,32,17.2815089259431,47.5558,-122.2686,47.6666,-122.3174,1,45,2023-04-24,16,32,16,0
"52",23004852,NA,"2300485201",230048520106,52,"2300485201056",2023-04-24 16:39:00,2023-04-24 17:05:00,3,6.116157,26,14.1142193186302,47.6666,-122.3175,47.584,-122.3054,45,45,2023-04-24,17,5,16,39
"53",23004852,NA,"2300485201",230048520106,53,"2300485201057",2023-04-24 17:12:00,2023-04-24 17:20:00,3,1.370745,8,10.280613201533,47.5843,-122.3056,47.5697,-122.2894,45,31,2023-04-24,17,20,17,12
"54",23004852,NA,"2300485201",230048520106,54,"2300485201058",2023-04-24 17:23:00,2023-04-24 17:31:00,3,1.833045,8,13.7478718696797,47.5695,-122.2894,47.5556,-122.2686,31,1,2023-04-24,17,31,17,23
"55",23004852,NA,"2300485201",230048520106,55,"2300485201059",2023-04-24 19:01:00,2023-04-24 19:04:00,3,0.964368,3,19.28736,47.5558,-122.2686,47.5571,-122.2847,1,34,2023-04-24,19,4,19,1
"56",23004852,NA,"2300485201",230048520106,56,"2300485201060",2023-04-24 19:57:00,2023-04-24 20:03:00,3,0.972446,6,9.72446,47.5575,-122.2848,47.5558,-122.2686,34,1,2023-04-24,20,3,19,57
"57",23004852,NA,"2300485201",230048520107,57,"2300485201061",2023-04-25 07:44:00,2023-04-25 07:47:00,3,0.52133,3,10.4266,47.5558,-122.2686,47.5582,-122.2763,1,45,2023-04-25,7,47,7,44
"58",23004852,NA,"2300485201",230048520107,58,"2300485201062",2023-04-25 07:47:00,2023-04-25 08:02:00,3,2.603545,15,10.41418,47.5582,-122.2763,47.5847,-122.3056,45,46,2023-04-25,8,2,7,47
"59",23004852,NA,"2300485201",230048520107,59,"2300485201063",2023-04-25 08:02:00,2023-04-25 08:21:00,3,6.101865,19,19.269087934922,47.5847,-122.3056,47.6663,-122.3184,46,45,2023-04-25,8,21,8,2
"60",23004852,NA,"2300485201",230048520107,60,"2300485201064",2023-04-25 08:21:00,2023-04-25 08:29:00,3,0.509524,8,3.82143955359888,47.6663,-122.3184,47.67,-122.313,45,50,2023-04-25,8,29,8,21
"61",23004852,NA,"2300485201",230048520107,61,"2300485201065",2023-04-25 09:06:00,2023-04-25 09:12:00,3,0.482184,6,4.82184,47.6699,-122.3134,47.6666,-122.3186,50,44,2023-04-25,9,12,9,6
"62",23004852,NA,"2300485201",230048520107,62,"2300485201066",2023-04-25 09:52:00,2023-04-25 10:17:00,3,4.089865,25,9.81569170510673,47.6668,-122.3186,47.6236,-122.3465,44,10,2023-04-25,10,17,9,52
"63",23004852,NA,"2300485201",230048520107,63,"2300485201067",2023-04-25 13:55:00,2023-04-25 14:10:00,1,0.874269,15,3.497076,47.6237,-122.3466,47.6223,-122.3318,10,32,2023-04-25,14,10,13,55
"64",23004852,NA,"2300485201",230048520107,64,"2300485201068",2023-04-25 14:10:00,2023-04-25 14:25:00,1,0.874269,15,3.497076,47.6223,-122.3318,47.623,-122.3462,32,10,2023-04-25,14,25,14,10
"65",23004852,NA,"2300485201",230048520107,65,"2300485201069",2023-04-25 16:36:00,2023-04-25 16:53:00,3,3.929551,17,13.8690198459057,47.623,-122.3462,47.6664,-122.3184,10,45,2023-04-25,16,53,16,36
"66",23004852,NA,"2300485201",230048520107,66,"2300485201070",2023-04-25 17:01:00,2023-04-25 17:39:00,3,9.14472,38,14.4390391784417,47.6664,-122.3184,47.5556,-122.2686,45,1,2023-04-25,17,39,17,1
"67",23004852,NA,"2300485201",230048520107,67,"2300485201071",2023-04-25 17:43:00,2023-04-25 17:49:00,3,0.961883,6,9.61883,47.5556,-122.2681,47.5613,-122.2808,1,11,2023-04-25,17,49,17,43
"68",23004852,NA,"2300485201",230048520107,68,"2300485201072",2023-04-25 17:49:00,2023-04-25 17:52:00,3,0.932678,3,18.65356,47.5613,-122.2808,47.5555,-122.2688,11,1,2023-04-25,17,52,17,49
"69",23004852,NA,"2300485202",230048520202,1,"2300485202001",2023-04-20 16:06:00,2023-04-20 16:18:00,4,3.077652,12,15.38826,47.5558,-122.2686,47.584,-122.3052,1,45,2023-04-20,16,18,16,6
"70",23004852,NA,"2300485202",230048520202,2,"2300485202002",2023-04-20 16:35:00,2023-04-20 16:46:00,4,3.073302,11,16.763495933629,47.5841,-122.305,47.5555,-122.2692,45,1,2023-04-20,16,46,16,35
"71",23004852,NA,"2300485202",230048520204,3,"2300485202003",2023-04-22 10:21:00,2023-04-22 10:49:00,4,6.15841,28,13.1966117094453,47.5558,-122.2686,47.6236,-122.3304,1,52,2023-04-22,10,49,10,21
"72",23004852,NA,"2300485202",230048520204,4,"2300485202004",2023-04-22 13:19:00,2023-04-22 13:36:00,4,5.175401,17,18.2661426660502,47.6236,-122.3304,47.5583,-122.2854,52,30,2023-04-22,13,36,13,19
"73",23004852,NA,"2300485202",230048520204,5,"2300485202005",2023-04-22 13:44:00,2023-04-22 13:47:00,4,0.98798,3,19.7596,47.5583,-122.2854,47.5556,-122.2687,30,1,2023-04-22,13,47,13,44
"74",23004852,NA,"2300485202",230048520204,6,"2300485202006",2023-04-22 16:59:00,2023-04-22 17:11:00,3,3.091943,12,15.459715,47.5558,-122.2687,47.5766,-122.3099,1,50,2023-04-22,17,11,16,59
"75",23004852,NA,"2300485202",230048520204,7,"2300485202007",2023-04-22 18:51:00,2023-04-22 19:07:00,3,3.146002,16,11.7975369938425,47.5766,-122.3101,47.5556,-122.2684,50,1,2023-04-22,19,7,18,51
"76",23004852,NA,"2300485202",230048520205,8,"2300485202008",2023-04-23 09:23:00,2023-04-23 09:25:00,4,0.470378,2,14.1114811148111,47.5557,-122.2686,47.5582,-122.2752,1,45,2023-04-23,9,25,9,23
"77",23004852,NA,"2300485202",230048520205,9,"2300485202009",2023-04-23 09:29:00,2023-04-23 09:32:00,4,0.491505,3,9.8301,47.5582,-122.2758,47.5558,-122.2687,45,1,2023-04-23,9,32,9,29
"78",23004852,NA,"2300485202",230048520205,10,"2300485202010",2023-04-23 18:20:55,2023-04-23 18:23:00,1,0.107497,2.083333,3.09593341397385,47.5558,-122.2686,47.5558,-122.2705,1,50,2023-04-23,18,23,18,23
"79",23004852,NA,"2300485202",230048520205,11,"2300485202011",2023-04-23 18:33:53,2023-04-23 18:38:00,1,0.212509,4.116666,3.09730218186588,47.5557,-122.2706,47.5558,-122.2687,50,1,2023-04-23,18,38,18,38
"80",23004852,NA,"2300485202",230048520207,12,"2300485202012",2023-04-25 09:05:00,2023-04-25 09:29:00,4,9.167711,24,22.9192775,47.5557,-122.2687,47.6671,-122.3184,1,11,2023-04-25,9,29,9,5
"81",23004852,NA,"2300485202",230048520207,13,"2300485202013",2023-04-25 09:29:00,2023-04-25 09:36:00,4,0.636284,7,5.45389402225156,47.6671,-122.3184,47.6618,-122.3126,11,10,2023-04-25,9,36,9,29
"82",23004852,NA,"2300485202",230048520207,14,"2300485202014",2023-04-25 10:06:00,2023-04-25 10:14:00,4,3.461659,8,25.9625074062685,47.662,-122.313,47.6196,-122.3329,10,32,2023-04-25,10,14,10,6
"83",23004852,NA,"2300485202",230048520207,15,"2300485202015",2023-04-25 10:14:00,2023-04-25 10:15:00,4,0.155343,1,9.32095283811353,47.6196,-122.3329,47.6202,-122.3304,32,32,2023-04-25,10,15,10,14
"84",23004852,NA,"2300485202",230048520207,16,"2300485202016",2023-04-25 10:33:00,2023-04-25 10:48:00,4,0.749995,15,2.99998,47.6201,-122.33,47.6124,-122.3362,32,32,2023-04-25,10,48,10,33
"85",23004852,NA,"2300485202",230048520207,17,"2300485202017",2023-04-25 11:07:00,2023-04-25 11:21:00,4,1.763451,14,7.55765793951134,47.6122,-122.3364,47.5968,-122.315,32,33,2023-04-25,11,21,11,7
"86",23004852,NA,"2300485202",230048520207,18,"2300485202018",2023-04-25 11:47:00,2023-04-25 11:50:00,4,0.269675,3,5.3935,47.597,-122.3154,47.5961,-122.3111,33,30,2023-04-25,11,50,11,47
"87",23004852,NA,"2300485202",230048520207,19,"2300485202019",2023-04-25 12:21:00,2023-04-25 12:24:00,4,0.823317,3,16.46634,47.596,-122.3116,47.5855,-122.3034,30,33,2023-04-25,12,24,12,21
"88",23004852,NA,"2300485202",230048520207,20,"2300485202020",2023-04-25 12:27:00,2023-04-25 12:37:00,4,3.093186,10,18.5591902367609,47.5858,-122.3033,47.5556,-122.2687,33,1,2023-04-25,12,37,12,27
"89",23004852,NA,"2300485202",230048520207,21,"2300485202021",2023-04-25 15:44:00,2023-04-25 15:57:00,4,3.054661,13,14.09847876455,47.5558,-122.2688,47.5838,-122.3055,1,45,2023-04-25,15,57,15,44
"90",23004852,NA,"2300485202",230048520207,22,"2300485202022",2023-04-25 16:05:00,2023-04-25 16:26:00,4,3.736926,21,10.6769314285714,47.5838,-122.3054,47.5614,-122.3392,45,34,2023-04-25,16,26,16,5
"91",23004852,NA,"2300485202",230048520207,23,"2300485202023",2023-04-25 17:16:00,2023-04-25 17:36:00,4,4.651585,20,13.954768954769,47.5613,-122.339,47.5556,-122.2686,34,1,2023-04-25,17,36,17,16
"92",23004852,NA,"2300485203",230048520301,1,"2300485203001",2023-04-19 07:59:00,2023-04-19 08:29:00,3,9.216799,30,18.433598,47.5558,-122.2686,47.6666,-122.3175,1,26,2023-04-19,8,29,7,59
"93",23004852,NA,"2300485203",230048520301,2,"2300485203002",2023-04-19 15:05:00,2023-04-19 15:19:00,3,1.141459,14,4.89197413139162,47.6668,-122.3193,47.6645,-122.341,26,50,2023-04-19,15,19,15,5
"94",23004852,NA,"2300485203",230048520301,3,"2300485203003",2023-04-19 15:32:00,2023-04-19 15:38:00,3,2.983824,6,29.83824,47.6645,-122.341,47.6275,-122.3476,50,44,2023-04-19,15,38,15,32
"95",23004852,NA,"2300485203",230048520301,4,"2300485203004",2023-04-19 15:58:00,2023-04-19 16:01:00,1,0.446145,3,8.9229,47.6274,-122.3476,47.624,-122.3519,44,46,2023-04-19,16,1,15,58
"96",23004852,NA,"2300485203",230048520301,5,"2300485203005",2023-04-19 17:01:00,2023-04-19 17:49:00,3,7.261344,48,9.07668,47.6246,-122.3514,47.5555,-122.2691,46,1,2023-04-19,17,10,17,1
"97",23004852,"PUDO, no +/- travelers","2300485203",230048520301,6,"2300485203007",2023-04-19 19:36:00,2023-04-19 19:43:00,3,1.337812,7,11.4670255258601,47.5558,-122.2686,47.5635,-122.2882,1,45,2023-04-19,19,43,19,36
"98",23004852,NA,"2300485203",230048520301,7,"2300485203008",2023-04-19 19:49:00,2023-04-19 19:54:00,3,1.335948,5,16.0314401257605,47.5635,-122.2882,47.5556,-122.269,45,1,2023-04-19,19,54,19,49
"99",23004852,NA,"2300485203",230048520302,8,"2300485203009",2023-04-20 07:44:00,2023-04-20 07:58:00,3,3.098157,14,13.277834682621,47.5558,-122.2686,47.5843,-122.3056,1,46,2023-04-20,7,58,7,44
"100",23004852,NA,"2300485203",230048520302,9,"2300485203010",2023-04-20 07:58:00,2023-04-20 08:23:00,3,6.134798,25,14.723538757662,47.5843,-122.3056,47.6664,-122.3174,46,21,2023-04-20,8,23,7,58
"101",23004852,NA,"2300485203",230048520302,10,"2300485203011",2023-04-20 17:09:00,2023-04-20 17:45:00,3,9.130428,36,15.21738,47.6664,-122.3183,47.5556,-122.2689,21,1,2023-04-20,17,45,17,9
"102",23004852,NA,"2300485203",230048520303,11,"2300485203012",2023-04-21 07:59:00,2023-04-21 08:30:00,3,9.12235,31,17.6561840724956,47.5558,-122.2686,47.6664,-122.3184,1,26,2023-04-21,8,30,7,59
"103",23004852,NA,"2300485203",230048520303,12,"2300485203013",2023-04-21 16:35:00,2023-04-21 17:01:00,3,6.164624,26,14.2260663277433,47.6664,-122.3184,47.5837,-122.3053,26,45,2023-04-21,17,1,16,35
"104",23004852,NA,"2300485203",230048520303,13,"2300485203014",2023-04-21 17:09:00,2023-04-21 17:20:00,3,3.098778,11,16.902456186284,47.584,-122.3055,47.5556,-122.2685,45,1,2023-04-21,17,20,17,9
"105",23004852,NA,"2300485203",230048520304,14,"2300485203015",2023-04-22 08:46:00,2023-04-22 09:02:00,3,6.682226,16,25.0584101460254,47.5558,-122.2686,47.4776,-122.2186,1,30,2023-04-22,9,2,8,46
"106",23004852,NA,"2300485203",230048520304,15,"2300485203016",2023-04-22 09:57:00,2023-04-22 10:26:00,3,12.166448,29,25.1719787392957,47.4781,-122.2191,47.6234,-122.3305,30,52,2023-04-22,10,26,9,57
"107",23004852,NA,"2300485203",230048520304,16,"2300485203017",2023-04-22 13:18:00,2023-04-22 13:35:00,3,12.171419,17,42.9579999505882,47.6236,-122.3304,47.4786,-122.2185,52,30,2023-04-22,13,35,13,18
"108",23004852,NA,"2300485203",230048520304,17,"2300485203018",2023-04-22 13:38:00,2023-04-22 14:01:00,3,6.758033,23,17.6296666344927,47.4786,-122.2185,47.5555,-122.2686,30,1,2023-04-22,14,1,13,38
"109",23004852,NA,"2300485203",230048520304,18,"2300485203019",2023-04-22 16:38:00,2023-04-22 16:44:00,3,0.461057,6,4.61057,47.5557,-122.2686,47.5582,-122.275,1,46,2023-04-22,16,44,16,38
"110",23004852,NA,"2300485203",230048520304,19,"2300485203020",2023-04-22 21:04:00,2023-04-22 21:06:00,3,0.442416,2,13.2726127261273,47.5582,-122.275,47.5555,-122.269,46,1,2023-04-22,21,6,21,4
"111",23004852,NA,"2300485203",230048520305,20,"2300485203021",2023-04-23 10:11:00,2023-04-23 10:48:00,3,7.284956,37,11.8134549334648,47.5558,-122.2686,47.6205,-122.3517,1,53,2023-04-23,10,40,10,11
"112",23004852,NA,"2300485203",230048520305,21,"2300485203023",2023-04-23 11:51:00,2023-04-23 12:08:00,1,0.43061,17,1.5198017880021,47.6206,-122.3518,47.6233,-122.3566,53,50,2023-04-23,12,8,11,51
"113",23004852,NA,"2300485203",230048520305,22,"2300485203024",2023-04-23 12:18:00,2023-04-23 12:23:00,3,0.303851,5,3.64622658490634,47.6236,-122.3563,47.6204,-122.358,50,53,2023-04-23,12,23,12,18
"114",23004852,NA,"2300485203",230048520305,23,"2300485203025",2023-04-23 12:23:00,2023-04-23 12:53:00,3,13.829237,30,27.658474,47.6204,-122.358,47.4517,-122.2515,53,53,2023-04-23,12,53,12,23
"115",23004852,NA,"2300485203",230048520305,24,"2300485203026",2023-04-23 14:10:00,2023-04-23 14:33:00,3,8.715352,23,22.7357206397571,47.4518,-122.2514,47.5556,-122.2686,53,1,2023-04-23,14,33,14,10
"116",23004852,NA,"2300485203",230048520305,25,"2300485203027",2023-04-23 17:20:00,2023-04-23 18:45:00,1,0.229907,85,0.162287370488174,47.5556,-122.2686,47.5557,-122.2706,1,50,2023-04-23,18,45,17,20
"117",23004852,NA,"2300485203",230048520305,26,"2300485203028",2023-04-23 18:45:00,2023-04-23 18:47:00,1,0.21748,2,6.52446524465245,47.5557,-122.2706,47.5556,-122.2686,50,1,2023-04-23,18,47,18,45
"118",23004852,NA,"2300485203",230048520306,27,"2300485203029",2023-04-24 07:43:00,2023-04-24 07:48:00,3,0.526301,5,6.31563726254905,47.5558,-122.2687,47.5582,-122.2765,1,45,2023-04-24,7,48,7,43
"119",23004852,NA,"2300485203",230048520306,28,"2300485203030",2023-04-24 07:48:00,2023-04-24 08:00:00,3,2.553214,12,12.76607,47.5582,-122.2765,47.5841,-122.3055,45,46,2023-04-24,8,0,7,48
"120",23004852,NA,"2300485203",230048520306,29,"2300485203031",2023-04-24 08:03:00,2023-04-24 08:23:00,3,6.12237,20,18.3671283671284,47.5844,-122.3056,47.6667,-122.3192,46,21,2023-04-24,8,23,8,3
"121",23004852,NA,"2300485203",230048520306,30,"2300485203032",2023-04-24 16:39:00,2023-04-24 17:05:00,3,6.116157,26,14.1142193186302,47.6666,-122.3175,47.584,-122.3054,21,45,2023-04-24,17,5,16,39
