"","telecommute_status","dest_purpose","count.x","prop.x","prop_se.x","est.x","est_se.x","count.y","prop.y","prop_se.y","est.y","est_se.y","trips_per_worker","trips_per_worker_per_week"
"16","Fully In Person","Other activity only (e.g., attend meeting, pick-up or drop-off item)",40,0.00904355856107607,0.00260207923186277,56106.1727867682,16225.2028578908,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0397122997553621,0.198561498776811
"17","Fully In Person","Other appointment/errands",40,0.0117209141873442,0.00352959382663745,72716.4679890973,22076.8266084252,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0514691705119344,0.257345852559672
"18","Fully In Person","Other reason",68,0.00888748485033647,0.00197754658782825,55137.8925989318,12295.1187627734,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0390269449867759,0.195134724933879
"19","Fully In Person","Other shopping (e.g., mall, pet store)",354,0.030459997504712,0.00433024895876793,188973.607185947,27260.3523882779,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.133756700228718,0.668783501143588
"20","Fully In Person","Other social/leisure",14,0.0029119827810665,0.00116934469416945,18065.9203966243,7260.67444333817,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0127871713665783,0.0639358568328914
"21","Fully In Person","Personal business (e.g., bank, post office)",134,0.00892979154053534,0.00196984333902673,55400.3630030657,12246.2859576714,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0392127231792306,0.196063615896153
"22","Fully In Person","Pick someone up",209,0.0407722030009927,0.00603977549508508,252950.456506879,38499.7034752048,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.17903991402575,0.895199570128752
"23","Fully In Person","Recreational event (e.g., movies, sporting event)",150,0.0063472290754306,0.00135039856597059,39378.1638962411,8368.86962223502,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0278721105145868,0.139360552572934
"24","Fully In Person","Religious/civic/volunteer activity",30,0.00414951748184838,0.00176479027483005,25743.5768504161,10974.0603000339,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0182214645890092,0.0911073229450458
"25","Fully In Person","Social event (e.g., visit friends, family, co-workers)",210,0.0197006035697059,0.003556621335013,122222.403981871,22280.892480374,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0865097814138143,0.432548907069071
"26","Fully In Person","Volunteering",20,0.00230617225712553,0.0010561741878849,14307.4762285766,6557.14880441572,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0101269210946063,0.0506346054730317
"27","Fully In Person","Went home",3341,0.29137470116185,0.0107806147502553,1807686.56703811,75356.2374837095,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,1.279491849975,6.39745924987498
"28","Fully In Person","Went to a family activity (e.g., child's softball game)",22,0.0054627578976467,0.0022892285598231,33890.9110200066,14253.2916386189,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0239881986341121,0.11994099317056
"29","Fully In Person","Went to another residence (e.g., someone else's home, second home)",289,0.0276840530335007,0.00448844497030836,171751.667493026,28284.0807306517,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.121566903678999,0.607834518394997
"30","Fully In Person","Went to other work-related activity",111,0.00579490280066228,0.00188670432303352,35951.5356284483,11736.2277116633,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0254467216106251,0.127233608053126
"31","Fully In Person","Went to primary workplace",1781,0.170550950736822,0.00920106054355602,1058096.88148347,61904.666988683,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.748927585693302,3.74463792846651
"32","Fully In Person","Went to restaurant to eat/get take-out",729,0.0628872821553211,0.006290626430824,390152.249788369,40328.7701848017,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.276152200805231,1.38076100402616
"33","Fully In Person","Went to school/daycare (e.g., daycare, K-12, college)",1,4.0057754819591e-05,4.00695896344949e-05,248.518025087079,248.518025086972,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.000175902611364648,0.000879513056823241
"34","Fully In Person","Went to temporary lodging (e.g., hotel, vacation rental)",27,0.0027789896368919,0.00112517652200188,17240.8318790764,6985.73011298617,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.0122031685571531,0.0610158427857654
"35","Fully In Person","Went to work-related activity (e.g., meeting, delivery, worksite)",1285,0.105918334597807,0.00735027096600695,657116.592113289,47708.6426678783,1769,0.62864501219093,0.016962556886701,1412816.00744345,63837.668814368,0.465111230798107,2.32555615399053
"36","Fully at Home-Outside Employer","Accompany someone only (e.g., go along for the ride)",6,0.0107603238346319,0.00945164411574443,6563.2792895919,5811.50414169918,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0320728227757233,0.160364113878616
"37","Fully at Home-Outside Employer","Attend college/university",3,0.000139790118564351,9.3547373692131e-05,85.2652396120367,56.7870281128152,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.000416666242337598,0.00208333121168799
"38","Fully at Home-Outside Employer","Attend other type of class (e.g., cooking class)",2,0.000190288497384628,0.000151387869160193,116.06681853872,92.0361032891343,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.000567184533353276,0.00283592266676638
"39","Fully at Home-Outside Employer","BOTH pick up AND drop off",2,0.00503471011526492,0.00355769434975012,3070.93068354178,2171.42515352648,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0150067384342394,0.075033692171197
"40","Fully at Home-Outside Employer","Changed or transferred mode (e.g., change from ferry to bus)",4,0.000287295960099061,0.000251923953826936,175.236698623586,153.266332182135,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.000856330399906933,0.00428165199953466
"41","Fully at Home-Outside Employer","Drop someone off",91,0.0612662441204482,0.0173166921250959,37369.4581470349,10962.034668486,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.182613592305194,0.913067961525969
"42","Fully at Home-Outside Employer","Exercise or recreation (e.g., gym, jog, bike, walk dog)",284,0.0828080258721295,0.0167464033056599,50508.9074986124,10566.4315134487,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.246822231284191,1.23411115642096
"43","Fully at Home-Outside Employer","Got gas",18,0.00470056143759896,0.00244090914716094,2867.11608377006,1483.66225065622,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0140107562050587,0.0700537810252935
"44","Fully at Home-Outside Employer","Grocery shopping",179,0.0754083325460199,0.0179292678543629,45995.4509611542,11398.2153806846,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.224766291677692,1.12383145838846
"45","Fully at Home-Outside Employer","Medical appointment (e.g., doctor, dentist)",69,0.0206801709055305,0.00609325309633323,12613.9082331932,3698.76323939879,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.061640473522741,0.308202367613705
"46","Fully at Home-Outside Employer","Other activity only (e.g., attend meeting, pick-up or drop-off item)",10,0.00419595424381937,0.00310253132875921,2559.32999896345,1892.74264835351,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0125066957932931,0.0625334789664655
"47","Fully at Home-Outside Employer","Other appointment/errands",26,0.00582278869057362,0.00154680419012882,3551.62065824751,919.035416324418,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0173557294932139,0.0867786474660694
"48","Fully at Home-Outside Employer","Other reason",6,0.00201742576781825,0.00171855530760404,1230.53255308124,1047.17594134001,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.00601325202743079,0.0300662601371539
"49","Fully at Home-Outside Employer","Other shopping (e.g., mall, pet store)",111,0.0416338760400702,0.0123708354374917,25394.6591718516,7682.64540163012,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.124096258460355,0.620481292301776
"50","Fully at Home-Outside Employer","Other social/leisure",5,0.000381341858456423,0.000182386026068773,232.600167088479,110.216291906964,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.00113664886217211,0.00568324431086055
"51","Fully at Home-Outside Employer","Personal business (e.g., bank, post office)",65,0.0255228263698008,0.00954853507012794,15567.6948295575,5884.30180586594,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0760747631274408,0.380373815637204
"52","Fully at Home-Outside Employer","Pick someone up",93,0.0728261827163582,0.0176767487001581,44420.4639291564,11222.6757622324,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.217069791540721,1.0853489577036
"53","Fully at Home-Outside Employer","Recreational event (e.g., movies, sporting event)",55,0.0276564573558112,0.0109767745640315,16869.1069689434,6791.94006991739,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0824343829246496,0.412171914623248
"54","Fully at Home-Outside Employer","Religious/civic/volunteer activity",6,0.00288194712426755,0.00190168260674,1757.84894256867,1157.41457829695,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.00859009271339466,0.0429504635669733
"55","Fully at Home-Outside Employer","Social event (e.g., visit friends, family, co-workers)",55,0.0174496524738807,0.00970411115702183,10643.4475813631,5982.21992891221,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0520114096837384,0.260057048418692
"56","Fully at Home-Outside Employer","Volunteering",5,0.00059768747821385,0.000359660248606533,364.560575285284,218.172308195559,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0017815007111891,0.00890750355594549
"57","Fully at Home-Outside Employer","Went home",914,0.380313944379665,0.0321464415005187,231973.189009088,25049.0194023642,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,1.13358500400955,5.66792502004774
"58","Fully at Home-Outside Employer","Went to a family activity (e.g., child's softball game)",12,0.00656822338303822,0.0033064013148276,4006.29991827589,2012.46830698361,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0195776138109836,0.0978880690549182
"59","Fully at Home-Outside Employer","Went to another residence (e.g., someone else's home, second home)",62,0.0304671936131807,0.012035348997895,18583.5207124336,7468.1859533617,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0908122205471355,0.454061102735678
"60","Fully at Home-Outside Employer","Went to other work-related activity",3,0.00122344552653168,0.0010898027997392,746.242846370979,663.698725025381,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.00364667013291094,0.0182333506645547
"61","Fully at Home-Outside Employer","Went to primary workplace",12,0.0202219241081661,0.0112300239351444,12334.3997573439,6942.72230861561,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0602745975003013,0.301372987501506
"62","Fully at Home-Outside Employer","Went to restaurant to eat/get take-out",194,0.0688240160096169,0.0153671083769108,41979.3349944204,9639.72240514417,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.205140709714104,1.02570354857052
"63","Fully at Home-Outside Employer","Went to temporary lodging (e.g., hotel, vacation rental)",3,0.00157346780866136,0.00132456029399234,959.739580345067,806.682491502475,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.00468996611496756,0.0234498305748378
"64","Fully at Home-Outside Employer","Went to work-related activity (e.g., meeting, delivery, worksite)",48,0.0285459016443976,0.0123092901517506,17411.6251466711,7640.29119921714,668,0.0910549516432096,0.0092591697716334,204636.783468894,21255.3273625664,0.0850855102954537,0.425427551477269
"65","Fully at Home-Self employed","Accompany someone only (e.g., go along for the ride)",5,0.00689955950792763,0.00343803219874442,2243.06493152968,1109.76348003672,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.0334497150593414,0.167248575296707
"66","Fully at Home-Self employed","Attend K-12 school",1,0.00408499840323926,0.00408239864596558,1328.04371831745,1328.04371831817,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.0198044574366256,0.0990222871831279
"67","Fully at Home-Self employed","BOTH pick up AND drop off",3,0.000905420109272159,0.000658844536262134,294.35445742248,212.985289836593,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.00438956206252772,0.0219478103126386
"68","Fully at Home-Self employed","Changed or transferred mode (e.g., change from ferry to bus)",1,3.07595175286451e-06,3.08653297554953e-06,1,0.999999999999804,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,1.49125041318042e-05,7.4562520659021e-05
"69","Fully at Home-Self employed","Drop someone off",27,0.0521781410402715,0.0157161911307504,16963.2508025134,5189.68479464789,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.252964547681312,1.26482273840656
"70","Fully at Home-Self employed","Exercise or recreation (e.g., gym, jog, bike, walk dog)",82,0.10189833014228,0.0201732850686344,33127.4149691674,6672.89055326842,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.494012712603701,2.4700635630185
"71","Fully at Home-Self employed","Got gas",8,0.015046670452623,0.0121572040379053,4891.71211434334,3991.93058820719,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.0729476771167417,0.364738385583709
"72","Fully at Home-Self employed","Grocery shopping",69,0.0599455592553482,0.0179009406140081,19488.4588809052,5958.82299803091,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.290621723583995,1.45310861791997
"73","Fully at Home-Self employed","Medical appointment (e.g., doctor, dentist)",34,0.042904122420792,0.0294041162563361,13948.2429725489,9924.28396821518,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.208003230959545,1.04001615479772
"74","Fully at Home-Self employed","Other activity only (e.g., attend meeting, pick-up or drop-off item)",5,0.00515833947761077,0.00416952743254872,1676.98972287423,1355.35981497398,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.0250081161713552,0.125040580856776
"75","Fully at Home-Self employed","Other appointment/errands",11,0.00503673065960271,0.00186861121213654,1637.45437649086,595.078045381452,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.0244185451550608,0.122092725775304
"76","Fully at Home-Self employed","Other reason",8,0.00205031987988309,0.000960266998306815,666.564382218841,307.869485373301,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.00994014410395198,0.0497007205197599
"77","Fully at Home-Self employed","Other shopping (e.g., mall, pet store)",43,0.0240879988150986,0.00772143915010536,7831.0717301292,2485.16808909379,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.116780889532007,0.583904447660033
"78","Fully at Home-Self employed","Other social/leisure",3,0.000524686754486548,0.000305874968366286,170.57704302349,98.4780976678874,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.00254373085887874,0.0127186542943937
"79","Fully at Home-Self employed","Personal business (e.g., bank, post office)",43,0.0481150687816567,0.0164271401716886,15642.3353314463,5448.99253081769,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.23326639026126,1.1663319513063
"80","Fully at Home-Self employed","Pick someone up",28,0.0682466781256598,0.0280160893191656,22187.1744451468,9599.05133196349,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.330866330586312,1.65433165293156
"81","Fully at Home-Self employed","Recreational event (e.g., movies, sporting event)",15,0.00834879542218822,0.00507675164381035,2714.21533657455,1648.82348434498,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.0404757474212743,0.202378737106371
"82","Fully at Home-Self employed","Religious/civic/volunteer activity",1,0.000323636618198037,0.000324646511952584,105.215115255513,105.215115255424,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.00156902084097609,0.00784510420488046
"83","Fully at Home-Self employed","Social event (e.g., visit friends, family, co-workers)",25,0.022788310900268,0.00936173907688648,7408.53977278616,3051.03721475182,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.110479879972309,0.552399399861546
"84","Fully at Home-Self employed","Volunteering",5,0.00227574094227959,0.00118498238179496,739.849362123541,381.177372785247,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.01103300666958,0.0551650333479
"85","Fully at Home-Self employed","Went home",260,0.336306953069704,0.0391620047791099,109334.274426286,15633.3121925167,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,1.63044781912981,8.15223909564903
"86","Fully at Home-Self employed","Went to a family activity (e.g., child's softball game)",5,0.0301325727669815,0.0200251373402907,9796.17861005795,6663.10147408051,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.146085553998381,0.730427769991905
"87","Fully at Home-Self employed","Went to another residence (e.g., someone else's home, second home)",29,0.029361909867619,0.0139576997363494,9545.63407578659,4605.18138929994,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.142349307595858,0.711746537979292
"88","Fully at Home-Self employed","Went to other work-related activity",4,0.00646129768063437,0.00334955270173684,2100.58485950478,1081.89659459307,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.0313249803965703,0.156624901982852
"89","Fully at Home-Self employed","Went to restaurant to eat/get take-out",51,0.0244298134564948,0.00724014546401391,7942.19656850739,2316.81257338807,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.118438039143468,0.592190195717338
"90","Fully at Home-Self employed","Went to temporary lodging (e.g., hotel, vacation rental)",3,0.00163840015062474,0.00122369062220514,532.648195505331,396.007109738071,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.00794311841627129,0.0397155920813565
"91","Fully at Home-Self employed","Went to work-related activity (e.g., meeting, delivery, worksite)",34,0.100846869347503,0.0192404385041121,32785.5823010189,6303.70512583727,160,0.029837971185276,0.00599519108197112,67057.8188050443,13625.8346294817,0.48891513152755,2.44457565763775
"92","Hybrid","Accompany someone only (e.g., go along for the ride)",24,0.00247055898950391,0.00105547091218376,5370.09440790171,2291.68443541125,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.00954025166294248,0.0477012583147124
"93","Hybrid","Appointment, shopping, or errands (e.g., gas)",1,2.21168267597877e-05,2.21307260976681e-05,48.0739169588159,48.0739169587843,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,8.54058106568201e-05,0.000427029053284101
"94","Hybrid","Attend K-12 school",4,8.46045096081486e-06,6.05177714032215e-06,18.389935470483,13.1377266002891,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,3.26706756208095e-05,0.000163353378104048
"95","Hybrid","Attend college/university",12,0.000148449118567073,8.90506767274948e-05,322.674255041791,193.242026535316,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.000573247575260788,0.00286623787630394
"96","Hybrid","Attend other education-related activity (e.g., field trip)",22,0.000121079458873823,7.40177504210673e-05,263.182594616227,160.626641476219,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.000467557550245387,0.00233778775122694
"97","Hybrid","Attend other type of class (e.g., cooking class)",3,0.000967385476639846,0.000945800327754125,2102.74329026732,2056.41535342935,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.00373563268127951,0.0186781634063976
"98","Hybrid","Attend vocational education class",4,6.67423297368528e-05,6.5406917918123e-05,145.073488717699,142.083905019185,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.000257730588488609,0.00128865294244304
"99","Hybrid","BOTH pick up AND drop off",9,0.00112027150541479,0.000770911630279399,2435.06177027881,1675.25439517362,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.00432601372316418,0.0216300686158209
"100","Hybrid","Changed or transferred mode (e.g., change from ferry to bus)",10,0.00227853332266361,0.0021203108785432,4952.70062614879,4615.84780109285,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.00879872992831322,0.0439936496415661
"101","Hybrid","Drop someone off",190,0.0424194416873913,0.00734984715485141,92204.3989071131,16335.1022550362,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.163805904177374,0.819029520886868
"102","Hybrid","Dropped off, picked up, or accompanied another person",2,9.20117525631824e-07,6.51451810040612e-07,2,1.41418050571107,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,3.55310388916243e-06,1.77655194458121e-05
"103","Hybrid","Exercise or recreation (e.g., gym, jog, bike, walk dog)",651,0.066101938630098,0.00749454990810381,143681.511956219,16582.8486391165,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.25525766946619,1.27628834733095
"104","Hybrid","Got gas",73,0.00718139508522968,0.00158509941439048,15609.7343767001,3423.79444142307,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.0277315039613228,0.138657519806614
"105","Hybrid","Grocery shopping",444,0.0767397609917363,0.0128728657187814,166804.258921252,29704.189297427,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.296336430550978,1.48168215275489
"106","Hybrid","Medical appointment (e.g., doctor, dentist)",136,0.0166013318053492,0.00380463699564861,36085.2420324229,8305.96144513877,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.0641073069033847,0.320536534516923
"107","Hybrid","Other activity only (e.g., attend meeting, pick-up or drop-off item)",27,0.00477802093154845,0.00235763120371873,10385.6753043965,5135.51624206924,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.0184506916578148,0.0922534582890738
"108","Hybrid","Other appointment/errands",44,0.0114704097812821,0.00491557540468846,24932.4884305526,10771.0363141218,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.0442938608045469,0.221469304022734
"109","Hybrid","Other reason",40,0.010359751847308,0.00433899424915236,22518.3230592075,9495.24749077223,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.040004970619543,0.200024853097715
"110","Hybrid","Other shopping (e.g., mall, pet store)",268,0.0209513718576993,0.00348081793917972,45540.6429593056,7545.54763432134,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.0809053178068332,0.404526589034166
"111","Hybrid","Other social/leisure",14,0.000771032485864884,0.000491539264630879,1675.94348414445,1067.5384814907,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.00297740065576503,0.0148870032788252
"112","Hybrid","Personal business (e.g., bank, post office)",145,0.013598949374244,0.00261784219020029,29559.1573802616,5667.112553406,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.0525133785240858,0.262566892620429
"113","Hybrid","Pick someone up",149,0.0306854249958842,0.00639166559482098,66698.9251722235,14123.907162942,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.11849410521619,0.592470526080952
"114","Hybrid","Recreational event (e.g., movies, sporting event)",121,0.0243282916289259,0.00568155582911384,52880.8352220444,12509.7822598194,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.0939455506448017,0.469727753224009
"115","Hybrid","Religious/civic/volunteer activity",20,0.00100990032559713,0.000752491981200991,2195.155069791,1635.37740744052,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.00389980700789452,0.0194990350394726
"116","Hybrid","Social event (e.g., visit friends, family, co-workers)",204,0.0167772667686431,0.0037415635123912,36467.6604917889,8163.9420718992,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.064786693161015,0.323933465805075
"117","Hybrid","Volunteering",33,0.00387774365843057,0.00189953187306514,8428.80077904789,4133.74080302747,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.0149742024145052,0.0748710120725258
"118","Hybrid","Went home",2574,0.300164982304393,0.0150698229456356,652449.22293655,36445.5427756109,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,1.15910993574843,5.79554967874215
"119","Hybrid","Went to a family activity (e.g., child's softball game)",13,0.00188954431600058,0.00108062995076399,4107.18036199358,2348.65998899502,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.00729661925884546,0.0364830962942273
"120","Hybrid","Went to another residence (e.g., someone else's home, second home)",194,0.026448834557722,0.00700202158832894,57490.1223396657,15493.4833317056,1491,0.250462064980584,0.0149823243872938,562888.128911834,36857.8848768624,0.102134188636745,0.510670943183724
