"","count","prop","prop_se","est","est_se","var_1_value","var_1_name","var_2_value","var_2_name","geography","var_1_nice_name","var_2_nice_name","category_1","category_2"
"15",398,0.0323825185137794,0.00360726213502402,194637.453704657,21920.9143904727,"$200,000 or more","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"16",1647,0.119658395116305,0.00647499194196563,719215.379431129,40258.9507339105,"$200,000 or more","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"17",295,0.00398011961356275,0.000583927785150171,29377.1112105379,4261.72448624379,"$25,000-$49,999","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"18",8462,0.826386948458832,0.00781553208383843,6099530.57819815,175887.127961109,"$25,000-$49,999","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"19",237,0.00798426499450534,0.00152312662998991,58931.5556946366,11231.8836618026,"$25,000-$49,999","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"20",1650,0.0597403139081314,0.00496824220846336,440940.980630645,37210.8437732862,"$25,000-$49,999","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"21",3324,0.101908353024968,0.00594179770419006,752181.670594924,44243.9515128972,"$25,000-$49,999","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"22",352,0.00732223004919722,0.00171653909665129,65849.4951054851,15488.8550269029,"$50,000-$74,999","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"23",10917,0.843677768173001,0.00643633472020173,7587272.55120938,175476.509686631,"$50,000-$74,999","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"24",213,0.0054509191268183,0.00100046657784245,49020.6221260652,8987.4084703974,"$50,000-$74,999","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"25",1460,0.0431170014710909,0.00358839562479564,387755.200022031,32669.9536727237,"$50,000-$74,999","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"26",3397,0.100432081179893,0.00514997804086643,903195.036710719,47289.3687187694,"$50,000-$74,999","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"27",361,0.00706368189130586,0.00104234496547728,53196.655680477,7808.01918700582,"$75,000-$99,999","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"28",9896,0.830258286188411,0.00776930990883807,6252683.07036725,160331.012560486,"$75,000-$99,999","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"29",220,0.00719539484785931,0.00196118648668577,54188.5872122545,14823.3692653212,"$75,000-$99,999","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"30",1238,0.0350554786043508,0.00365391836896557,264003.143647403,27823.8679309433,"$75,000-$99,999","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"31",3088,0.120417627456376,0.0067400063050939,906866.300638653,53058.1664635184,"$75,000-$99,999","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"32",2,9.53101169687443e-06,8.80310182186557e-06,71.7781399738963,66.2760350214767,"$75,000-$99,999","hhincome_broad",NA,"mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"33",121,0.00400683574253569,0.00164637625871301,18178.9554590417,7478.50320879763,"Prefer not to answer","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"34",4895,0.863759348646149,0.00893338747699316,3918863.59594871,132441.262024148,"Prefer not to answer","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"35",103,0.00900499150165764,0.00221258667987419,40855.5154082973,10049.8601195444,"Prefer not to answer","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"36",502,0.0218346756691351,0.00380458172925974,99063.6057870029,17371.9553901962,"Prefer not to answer","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"37",1483,0.101394148440522,0.0077577798398797,460023.77605358,36075.861172586,"Prefer not to answer","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"38",210,0.00482013513984592,0.000847328078413609,21663.861558963,3761.95436663902,"Under $25,000","hhincome_broad","Bike","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"39",3539,0.671116281402263,0.0145680755407962,3016299.29212513,121477.882389734,"Under $25,000","hhincome_broad","Drive","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"40",182,0.00990273099146441,0.0020047201244991,44507.3399459907,8984.72568892379,"Under $25,000","hhincome_broad","Other","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"41",1431,0.145053182274901,0.0101140706836763,651934.430948536,47863.1887175051,"Under $25,000","hhincome_broad","Transit","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"42",2023,0.169107670191525,0.0120939172952604,760046.150014185,59674.340188327,"Under $25,000","hhincome_broad","Walk","mode_simple","regional","Household income 2020 broad categories, all respondents","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"43",939,0.00528623459984145,0.00056894849175164,169877.462426356,18266.6804977513,"Female","gender_grp","Bike","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"44",38553,0.830573245914514,0.00385157878555576,26691149.0041345,340965.339392343,"Female","gender_grp","Drive","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"45",969,0.00938065431602796,0.00107725543520228,301454.98104709,34757.033823725,"Female","gender_grp","Other","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"46",5331,0.0470728194817623,0.00213080929183015,1512723.46540495,69390.1649976468,"Female","gender_grp","Transit","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"47",12064,0.107686866693078,0.00311824374649302,3460605.33352304,103109.5195259,"Female","gender_grp","Walk","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"48",1,1.78994776108728e-07,1.79007612832254e-07,5.75214318975487,5.75214318976631,"Female","gender_grp",NA,"mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"49",1788,0.0115571749074139,0.00124559730875278,345080.737113507,37382.8651917918,"Male","gender_grp","Bike","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"50",33304,0.800158024010673,0.00442760231509829,23891575.8344853,319395.12876096,"Male","gender_grp","Drive","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"51",955,0.0109386358299782,0.00121635187004073,326612.04364084,36496.6504899472,"Male","gender_grp","Other","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"52",5440,0.0528976281581119,0.00245522197318724,1579447.6299435,74761.2244145333,"Male","gender_grp","Transit","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"53",12257,0.124445624139451,0.00354470044668681,3715768.6071744,110289.040377776,"Male","gender_grp","Walk","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"54",5,2.91295437104654e-06,2.23922310228016e-06,86.976657322536,66.8516114977217,"Male","gender_grp",NA,"mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"55",107,0.0172069591253435,0.00318961624354784,36850.6642034425,6719.92032977374,"Non-binary, another, prefer not to answer","gender_grp","Bike","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"56",2307,0.849056008467359,0.0119525127045916,1818350.21691093,98282.4707561395,"Non-binary, another, prefer not to answer","gender_grp","Drive","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"57",31,0.004237439682888,0.00161275456886182,9074.96006115668,3441.55481173047,"Non-binary, another, prefer not to answer","gender_grp","Other","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"58",338,0.0452255233404905,0.00638586211724856,96855.6130054793,13505.9758236558,"Non-binary, another, prefer not to answer","gender_grp","Transit","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"59",826,0.084274069383919,0.00904328740979516,180482.52508198,19051.0149505257,"Non-binary, another, prefer not to answer","gender_grp","Walk","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"60",3,0.00162370398892652,0.000954205373464755,300.1464,173.288102665609,NA,"gender_grp","Bike","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"61",115,0.834093361114758,0.0437577482087934,154184.581247477,19186.3218472219,NA,"gender_grp","Drive","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"62",10,0.078893915029285,0.0326625821870402,14583.7694182184,6322.44186230712,NA,"gender_grp","Transit","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"63",18,0.0853890198670303,0.0324546286294811,15784.4084189027,6282.11415038441,NA,"gender_grp","Walk","mode_simple","regional","Gender","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"64",823,0.00751507049623387,0.00140426685990026,123134.548007993,23059.08871875,"2017","survey_year","Bike","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"65",20153,0.819529566642652,0.00652045794075786,13428004.8095758,289638.929068737,"2017","survey_year","Drive","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"66",490,0.00798463979844679,0.00163204442326778,130828.448393278,26836.0256501057,"2017","survey_year","Other","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"67",3953,0.0593538629876892,0.00362531499515961,972513.976439754,60021.4289965212,"2017","survey_year","Transit","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"68",6931,0.10561523036621,0.00524916334494716,1730507.2068746,89230.7803893329,"2017","survey_year","Walk","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"69",5,1.6297087674461e-06,7.30037169643855e-07,26.7028037281495,11.9505126485906,"2017","survey_year",NA,"mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"70",1128,0.00933787508300477,0.00162040427027413,156212.228069503,27228.5131856009,"2019","survey_year","Bike","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"71",24296,0.811294025232062,0.00610091383338153,13572043.5510682,259507.18359628,"2019","survey_year","Drive","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"72",908,0.0102338331933252,0.00173207422899547,171200.607269908,29124.1203695536,"2019","survey_year","Other","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"73",4754,0.0615695743962225,0.00368386987353172,1029990.26140645,63021.4598463643,"2019","survey_year","Transit","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"74",9762,0.107560745269214,0.00465296589621077,1799371.21903684,80603.7698788718,"2019","survey_year","Walk","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"75",1,3.94682617244838e-06,3.94739909374839e-06,66.0259967841414,66.0259967844554,"2019","survey_year",NA,"mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"76",153,0.010485435871507,0.00130083733276748,160184.407476736,19960.3615574325,"2021","survey_year","Bike","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"77",8858,0.797970758430801,0.00521911625919838,12190477.7912326,182179.998350716,"2021","survey_year","Drive","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"78",110,0.0101500722650151,0.00134660112231604,155061.108717059,20671.6544498907,"2021","survey_year","Other","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"79",447,0.030702100635404,0.00219632369000331,469031.317232832,33986.8944219845,"2021","survey_year","Transit","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"80",1995,0.150691632797273,0.00463080461885429,2302093.13252553,75792.3520448822,"2021","survey_year","Walk","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"81",733,0.00706698479627725,0.000648904064758189,112577.826589073,10267.7640964713,"2023","survey_year","Bike","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"82",20972,0.838960665752134,0.00458028184871485,13364733.4849016,221427.488492968,"2023","survey_year","Drive","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"83",447,0.011302611852094,0.00147471480263074,180051.820368841,23601.2400881247,"2023","survey_year","Other","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"84",1965,0.045955429280869,0.002708699732458,732074.922693114,43758.7936954694,"2023","survey_year","Transit","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
"85",6477,0.0967143083186255,0.00346182052930404,1540669.31576136,55653.4984148296,"2023","survey_year","Walk","mode_simple","regional","Survey data collection year","Simplest mode categorization, does not separate SOV and HOV","Test1","Test2"
