"","var_name","survey","var_value","count","count_moe","share","share_moe","sample_size"
"28","prev_res_factors_crime","2019","Total",1603055,134284.617444039,1,0,3044
"29","prev_res_factors_covid_health","2019","Total",1603055,134284.617444039,1,0,3044
"30","prev_res_factors_quality","2019","Not Selected",422416.278772056,78517.5235721458,0.263507040477124,0.0413871735066356,845
"31","prev_res_factors_quality","2019","Selected",204704.812264418,44122.7037379105,0.127696686803895,0.0265295890282173,460
"32","prev_res_factors_quality","2019","Total",1603055,134284.617444039,1,0,3044
"33","prev_res_factors_forced","2019","Not Selected",572190.632035687,86602.2505256205,0.35693761725935,0.0432986969402686,1217
"34","prev_res_factors_forced","2019","Selected",54930.4590007872,22671.0122534677,0.0342661100216694,0.0140198399949755,88
"35","prev_res_factors_forced","2019","Total",1603055,134284.617444039,1,0,3044
"36","prev_res_factors_no_answer","2019","Not Selected",616565.105645552,88933.4929225277,0.384618809489102,0.0437056388148809,1272
"37","prev_res_factors_no_answer","2019","Selected",10555.985390922,7773.90584512685,0.00658491779191733,0.0048567636067194,33
"38","prev_res_factors_no_answer","2019","Total",1603055,134284.617444039,1,0,3044
"39","prev_res_factors_other","2019","Not Selected",577134.269170283,87767.6859405912,0.36002150217571,0.0435459294031489,1131
"40","prev_res_factors_other","2019","Selected",49986.8218661915,17497.613642001,0.0311822251053093,0.0109639877915262,174
"41","prev_res_factors_other","2019","Total",1603055,134284.617444039,1,0,3044
"42","prev_res_factors_specify","2019","1) Unhappy with landlord's policies; 2) It cost less",101.044396479843,166.218032209331,6.30323953200876e-05,0.000103850138962539,1
"43","prev_res_factors_specify","2019","Access to a different college",104.459550984884,171.835961370152,6.51627991459333e-05,0.000107359895423557,1
"44","prev_res_factors_specify","2019","Affordable single level home",123.57182783522,203.275656788932,7.70852078283154e-05,0.000127001319240645,1
"45","prev_res_factors_specify","2019","Age related mobility issues for spouse",122.9118441766,202.189983670525,7.66735041384107e-05,0.000126323070906522,1
"46","prev_res_factors_specify","2019","Apartment management needed to renovate my apartment (to charge more) so they offered another apartment in the same complex (for a higher price)",394.657340584942,649.21132526224,0.000246190767369143,0.000405541866159534,1
"47","prev_res_factors_specify","2019","Apartment owners botched construction of the unit under mine and the floor of my unit came up",4.48528129749489,7.37828773437949,2.79795845900165e-06,4.61010288794789e-06,1
"48","prev_res_factors_specify","2019","Apartment provided by employer and I changed employment",26.4548497891885,43.5182279032099,1.65027711395981e-05,2.71906943484892e-05,1
"49","prev_res_factors_specify","2019","Artist housing opportunity at the Good Shepard Center",394.712638203528,649.302289844778,0.000246225262516587,0.000405598674911784,1
"50","prev_res_factors_specify","2019","At previous residence, I was squatting in a commercial building with several other people, and there were lots of safety issues there. The building next door burned down which prompted me to leave. I found an affordable apartment through a friend and was able to establish myself elsewhere.",125.245846189673,206.029416982028,7.8129475401451e-05,0.000128721662610712,1
"51","prev_res_factors_specify","2019","Bad landlord",6479.2201787188,7862.42476224885,0.00404179530878155,0.004899460257008,3
"52","prev_res_factors_specify","2019","bad roommates",124.613751028898,204.989620442549,7.7735168805124e-05,0.000128072075937253,1
"53","prev_res_factors_specify","2019","be closer to adult children",271.699668567808,446.945954794022,0.000169488675415259,0.000279214422140149,1
"54","prev_res_factors_specify","2019","Be closer to the city",207.998596210672,342.157690766551,0.000129751378593169,0.000213759957662154,1
"55","prev_res_factors_specify","2019","Being closer to friends, Seattle(medical, entertainment, better public transportation)",25.3823975837749,41.7540440253079,1.58337658931072e-05,2.6088429169938e-05,1
"56","prev_res_factors_specify","2019","Being Stalked",103.762454796681,170.689238140546,6.4727944329222e-05,0.000106643490438175,1
"57","prev_res_factors_specify","2019","best friend was on 1 year sabbatical so rented her place for the year.",1941.66100709148,3194.03235666576,0.00121122544584651,0.00199328969899218,1
"58","prev_res_factors_specify","2019","better location in city",4.62154240926819,7.60243726324627,2.88295935527364e-06,4.75015562878826e-06,1
"59","prev_res_factors_specify","2019","Boyfriend burned down house",24.5880245909701,40.4473004521402,1.53382289384769e-05,2.52719725473472e-05,1
"60","prev_res_factors_specify","2019","Break-up",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"61","prev_res_factors_specify","2019","breakup",53.3209442734001,62.026908922644,3.32620803861378e-05,3.88171996879663e-05,2
"62","prev_res_factors_specify","2019","Building a custom home",116.388242488025,191.458658892814,7.26040232481263e-05,0.000119618902257751,1
"63","prev_res_factors_specify","2019","Building was sold",27.2403556733278,44.8103850826202,1.69927767127939e-05,2.79980354855724e-05,1
"64","prev_res_factors_specify","2019","Buy a home",407.447349539225,670.250889992045,0.000254169288975877,0.000418681287140994,1
"65","prev_res_factors_specify","2019","buy within seattle before priced out",15.1283886531961,24.8861993345081,9.43722370922776e-06,1.55492959958489e-05,1
"66","prev_res_factors_specify","2019","came up for a SHA apartment",25.9488211084876,42.6858107234644,1.61871059374055e-05,2.66705988190597e-05,1
"67","prev_res_factors_specify","2019","career",8.9756137549999,14.7648846269742,5.59906787664797e-06,9.22537173915273e-06,1
"68","prev_res_factors_specify","2019","change of place",103.691707230902,170.572858394825,6.46838113669849e-05,0.000106570783207957,1
"69","prev_res_factors_specify","2019","Changed jobs and got a housing discount for new apartment",25.4863872441237,41.9251070165779,1.58986355702853e-05,2.61953096910503e-05,1
"70","prev_res_factors_specify","2019","changes in lease terms & roommate moved out.",15.0250614467967,24.7162260799808,9.37276727672894e-06,1.54430949761479e-05,1
"71","prev_res_factors_specify","2019","Cheaper rent",361.781405677707,595.130412339857,0.000225682466089877,0.000371766828889612,1
"72","prev_res_factors_specify","2019","close to restaurants, bars, work",242.931426185887,399.622196075797,0.000151542789352759,0.000249654967423735,1
"73","prev_res_factors_specify","2019","Closer to children and grandchildren",317.928103137561,522.991729661338,0.000198326385019579,0.00032671205929839,1
"74","prev_res_factors_specify","2019","Closer to family",265.519942255705,436.780305010608,0.000165633707050416,0.000272864824214424,1
"75","prev_res_factors_specify","2019","Closer to neighborhood and public transit",14.1192948210812,23.2262399806787,8.8077419808311e-06,1.4512135909396e-05,1
"76","prev_res_factors_specify","2019","Commuting was horible and ferry to/from Bainbridge Island easy as well as local Kitsap transit",113.565265502077,186.814861750902,7.08430250378665e-05,0.00011671777114001,1
"77","prev_res_factors_specify","2019","Constant flooding and black mold",370.204561731977,608.98650404916,0.00023093690592773,0.00038042047603274,1
"78","prev_res_factors_specify","2019","construction and noise",25.4992872783997,41.9463275729662,1.59066827266686e-05,2.620856833889e-05,1
"79","prev_res_factors_specify","2019","Construction noise",21.6190011955716,35.563256966712,1.34861256760196e-05,2.22204029316244e-05,1
"80","prev_res_factors_specify","2019","Construction/renovation occurring, left because of noise and disruption",119.437628000035,196.474898060056,7.45062571153423e-05,0.000122752698573402,1
"81","prev_res_factors_specify","2019","Could not afford larger space in same neighbourhood",1022.62518374991,1682.21842726853,0.000637922706176588,0.00105041813904627,1
"82","prev_res_factors_specify","2019","Create a home office",433.13588493511,712.508530718256,0.000270194026365353,0.000445070979028312,1
"83","prev_res_factors_specify","2019","Crossing Hwy 305 too dangerous",102.461188315376,168.548654778802,6.39162026975843e-05,0.000105306178644927,1
"84","prev_res_factors_specify","2019","Daughter/son-in-law being transferred and we rented their house",426.83805545747,702.148601227512,0.000266265384192975,0.000438601331359295,1
"85","prev_res_factors_specify","2019","Deliberate decision to live car-free in new neighborhood",29.5504253288965,48.6104496660326,1.84338187578695e-05,3.03723151809522e-05,1
"86","prev_res_factors_specify","2019","Desired to live closer to public transit because transit is bae",4.45249568455401,7.32435540109117,2.7775065013702e-06,4.57640497241244e-06,1
"87","prev_res_factors_specify","2019","Didn't work out with roommate, wanted to live alone in a studio",8.48063409104529,13.9506430797681,5.29029514960204e-06,8.71662131376887e-06,1
"88","prev_res_factors_specify","2019","Difficult landlord",12.5519684714824,20.6479881355871,7.83002983146705e-06,1.29012144216302e-05,1
"89","prev_res_factors_specify","2019","Difficulty with building manager",27.0716303264054,44.5328318869323,1.6887524337222e-05,2.7824620029459e-05,1
"90","prev_res_factors_specify","2019","DISABILITY ACCESS",28.7906625353478,47.3606398706482,1.79598719540801e-05,2.95914349896909e-05,1
"91","prev_res_factors_specify","2019","Disagreement with homeowners association",419.270118651316,689.699345181355,0.000261544437746251,0.000430826858018576,1
"92","prev_res_factors_specify","2019","Disagreement with Landlord",416.486832849697,685.12084003772,0.000259808199250617,0.000427967595148907,1
"93","prev_res_factors_specify","2019","divorce",33.4013019895065,48.1324844719262,2.08360299487582e-05,3.00883691559231e-05,2
"94","prev_res_factors_specify","2019","Divorce",17433.9213760742,22333.9975029089,0.0108754355752449,0.0138174085210526,8
"95","prev_res_factors_specify","2019","Divorced, forced out",5913.17531712389,9727.17339666816,0.00368869147791179,0.00605535603053932,1
"96","prev_res_factors_specify","2019","divorced, still own the house and rent it out",22.4405061314839,36.914632586288,1.39985877786376e-05,2.30647488718376e-05,1
"97","prev_res_factors_specify","2019","Doing a renovation, we are only temporarily moved out to our current address",287.141512252276,472.347787654999,0.0001791214351674,0.0002950805259583,1
"98","prev_res_factors_specify","2019","Done with school",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"99","prev_res_factors_specify","2019","downgrading because of age",104.499238778734,171.90124779103,6.51875567455477e-05,0.000107400682506919,1
"100","prev_res_factors_specify","2019","Downsize",15.2210687555867,25.0386581029391,9.49503838332852e-06,1.56445537747325e-05,1
"101","prev_res_factors_specify","2019","downsizing",24.2221024115479,39.8453584669938,1.51099634208108e-05,2.48958774319884e-05,1
"102","prev_res_factors_specify","2019","downsizing and retirement",9.90076419288961,16.2867570973043,6.17618496738391e-06,1.01762598207035e-05,1
"103","prev_res_factors_specify","2019","drug induced homeless degenerates defacating, urinating, and shooting up around my building",5.62099648423517,9.24653921656721,3.50642771722441e-06,5.77741998793265e-06,1
"104","prev_res_factors_specify","2019","End of relationship",47.6995897956439,55.7168987979255,2.97554293493635e-05,3.48675152733176e-05,2
"105","prev_res_factors_specify","2019","family was changing and I was encouraged to leave",5.18702312274468,8.53265303691507,3.23571126551783e-06,5.33137126849597e-06,1
"106","prev_res_factors_specify","2019","Far from transit and entertainment",8.9756137549999,14.7648846269742,5.59906787664797e-06,9.22537173915273e-06,1
"107","prev_res_factors_specify","2019","Fire",5425.89934251908,8925.6044184439,0.00338472438095953,0.00555805988937976,1
"108","prev_res_factors_specify","2019","Fired from job",264.240619496635,434.675819072028,0.000164835654108334,0.000271550328646766,1
"109","prev_res_factors_specify","2019","gaining a roommate",170.8230501133,281.003917436364,0.000106560941523092,0.000175558744960771,1
"110","prev_res_factors_specify","2019","get away from ex",113.820704353973,187.235058662292,7.10023700708791e-05,0.000116980282237113,1
"111","prev_res_factors_specify","2019","Getting away from the constant noise and air pollution in the city.",96.8093961572171,159.251456678637,6.03905643644274e-05,9.94978057180093e-05,1
"112","prev_res_factors_specify","2019","Getting married in July",14.1192948210812,23.2262399806787,8.8077419808311e-06,1.4512135909396e-05,1
"113","prev_res_factors_specify","2019","getting married, lived at home",4579.13196026993,7532.67207464464,0.0028565033391056,0.0046931541177628,1
"114","prev_res_factors_specify","2019","Getting old",298.38822420853,490.848628823056,0.000186137234348497,0.000306636046088831,1
"115","prev_res_factors_specify","2019","got a new job; seattle is fucking expensive",355.729265561362,585.174641848394,0.00022190708713136,0.000365549022095243,1
"116","prev_res_factors_specify","2019","Got bedbugs",9.31667997428876,15.3259385577062,5.81182802479563e-06,9.57592653271268e-06,1
"117","prev_res_factors_specify","2019","Got into family housing",158.157730860448,260.169467265434,9.86602024637009e-05,0.000162543588208668,1
"118","prev_res_factors_specify","2019","Got married",28.1123910877475,46.244883339346,1.75367601783766e-05,2.88943105503281e-05,1
"119","prev_res_factors_specify","2019","Got Married",970.371004280401,1596.26030204124,0.000605326083185169,0.000996776229628312,1
"120","prev_res_factors_specify","2019","GOT MARRIED",14.6558168501144,24.1088187184388,9.14242920555714e-06,1.50635805618901e-05,1
"121","prev_res_factors_specify","2019","Got married and moved out of parents",207.369821625188,341.123356573457,0.000129359143401311,0.000213113849993064,1
"122","prev_res_factors_specify","2019","Graduated college",4.48528129749489,7.37828773437949,2.79795845900165e-06,4.61010288794788e-06,1
"123","prev_res_factors_specify","2019","Graduated university",9.90042102539662,16.2861925867765,6.1759708964425e-06,1.01759071065091e-05,1
"124","prev_res_factors_specify","2019","Harassment by property management. Needed out",432.97655373259,712.246430890113,0.000270094634140806,0.000444907301557022,1
"125","prev_res_factors_specify","2019","Have a baby and had to leave dorm",137.631356743889,226.4035818437,8.58556673001794e-05,0.000141449805362589,1
"126","prev_res_factors_specify","2019","health",4.45474933260518,7.32806265213543,2.77891234711547e-06,4.57872133121451e-06,1
"127","prev_res_factors_specify","2019","Health concerns with age I gotta, widowed",424.595973589679,698.460376555058,0.000264866753536017,0.000436298068480724,1
"128","prev_res_factors_specify","2019","Health reasons",281.715280089209,463.421635746691,0.000175736503170015,0.000289505244408748,1
"129","prev_res_factors_specify","2019","HOMELESS",1857.05005762115,3054.84734478709,0.00115844438127273,0.00190652951818923,1
"130","prev_res_factors_specify","2019","Homeless population made me fell unsafe",4.62168699681217,7.60267510975537,2.88304955027256e-06,4.7503042396417e-06,1
"131","prev_res_factors_specify","2019","Horrible neighbors",99.9919566460533,164.486768682761,6.2375873969423e-05,0.000102768542868513,1
"132","prev_res_factors_specify","2019","Horrible neighbors, area was so noisy",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"133","prev_res_factors_specify","2019","HOUSE BEING SOLD",26.7592730294698,44.019004133474,1.66926730707741e-05,2.75035799467678e-05,1
"134","prev_res_factors_specify","2019","husband?s health",274.406651649777,451.398941963906,0.000171177315594148,0.000281995800834115,1
"135","prev_res_factors_specify","2019","I became involved completely with The Pike Place Market",67.3834998091136,110.845857185988,4.20344278949341e-05,6.92560160779298e-05,1
"136","prev_res_factors_specify","2019","I was homeless and after wait-listing 4 years, i finally got a place",25.1854840603416,41.4301212792641,1.57109294817343e-05,2.58860415107494e-05,1
"137","prev_res_factors_specify","2019","I was homeless and living on friends couch.",380.512846193611,625.943631988554,0.00023736730567174,0.00039101071271742,1
"138","prev_res_factors_specify","2019","Improve commute",279.05436563677,459.044431472469,0.000174076601012922,0.000286771225392277,1
"139","prev_res_factors_specify","2019","Inlaws house; they decided to move",458.821302271242,754.761042236159,0.000286216818681357,0.000471456623808574,1
"140","prev_res_factors_specify","2019","It's hilly.",63.2015725867961,103.966586905277,3.94257044123852e-05,6.49580464939006e-05,1
"141","prev_res_factors_specify","2019","It was my mom?s house and she still lives there. It was a temporary place to stay while I looked for a home in Tacoma which is where I have lived for most of my adult life.",101.759786039716,167.394848035331,6.34786617051293e-05,0.000104585346503936,1
"142","prev_res_factors_specify","2019","It was only a temporary living situation where I was living with my sister",21.6190011955716,35.563256966712,1.34861256760196e-05,2.22204029316244e-05,1
"143","prev_res_factors_specify","2019","it was student housing and I had graduated",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"144","prev_res_factors_specify","2019","job offer",104.910166529454,172.577223940932,6.54438971398075e-05,0.000107822992192089,1
"145","prev_res_factors_specify","2019","lack of air conditioning / safety issues / noise",26.4548497891885,43.5182279032099,1.65027711395981e-05,2.71906943484892e-05,1
"146","prev_res_factors_specify","2019","Lahar",480.492671806433,790.410445121646,0.000299735612194487,0.000493718134741272,1
"147","prev_res_factors_specify","2019","Landlord decided to sell, gave us 90 days after 5 years of good rental history with him. :(",3043.62463304286,5006.76252135593,0.00189864017955894,0.00312240696263036,1
"148","prev_res_factors_specify","2019","Landlord sold home/rental",939.258899234188,1545.08088924024,0.000585918074697492,0.000964836211382228,1
"149","prev_res_factors_specify","2019","Lease ended",25.4863872441237,41.9251070165779,1.58986355702853e-05,2.61953096910502e-05,1
"150","prev_res_factors_specify","2019","Lease ended and roommates split up",663.721608544941,1091.82204605635,0.000414035456391042,0.000681912635345839,1
"151","prev_res_factors_specify","2019","lease was up",113.657939792722,186.967310959028,7.09008360865485e-05,0.000116813011280629,1
"152","prev_res_factors_specify","2019","Lease was up, wanted more space",21.6624900401216,35.6347961159986,1.35132544049466e-05,2.22651009553433e-05,1
"153","prev_res_factors_specify","2019","Left because of emotionally abusive housemate",33.8478629103603,55.6797344875437,2.11145986322118e-05,3.47891849626871e-05,1
"154","prev_res_factors_specify","2019","Left the country to travel",125.659000335153,206.709055551321,7.838720464061e-05,0.000129146249396233,1
"155","prev_res_factors_specify","2019","liked seattle more than tacoma",23.4366324206699,38.553260332001,1.46199802381515e-05,2.40885701546084e-05,1
"156","prev_res_factors_specify","2019","LIVE WITH GIRLFRIEND",246.26810927976,405.111039765237,0.000153624242012757,0.000253083473501255,1
"157","prev_res_factors_specify","2019","Living onsite was a part of my job, I changed jobs",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"158","prev_res_factors_specify","2019","Living style of other people in house",21.6190011955716,35.563256966712,1.34861256760196e-05,2.22204029316244e-05,1
"159","prev_res_factors_specify","2019","Living with family",25.2008592731453,41.4554135043252,1.5720520676549e-05,2.59018441515535e-05,1
"160","prev_res_factors_specify","2019","Locate near family",453.797402190652,746.496726603564,0.000283082865023753,0.000466295830196004,1
"161","prev_res_factors_specify","2019","Location",26.4548497891885,43.5182279032099,1.65027711395981e-05,2.71906943484892e-05,1
"162","prev_res_factors_specify","2019","Long commute by transit",25.4863872441237,41.9251070165779,1.58986355702853e-05,2.61953096910502e-05,1
"163","prev_res_factors_specify","2019","loss of position, fired my husband for having cancer, residence came with position",1262.75931393841,2077.23907142855,0.000787720517348694,0.00129688465094671,1
"164","prev_res_factors_specify","2019","Loss of roommate",15.0250614467967,24.7162260799808,9.37276727672894e-06,1.54430949761479e-05,1
"165","prev_res_factors_specify","2019","Lost my husband.",435.779955041831,716.858026043763,0.000271843420869422,0.000447787169873579,1
"166","prev_res_factors_specify","2019","Loud street, poor building structure",170.8230501133,281.003917436364,0.000106560941523092,0.00017555874496077,1
"167","prev_res_factors_specify","2019","lying cheating ex boyfriend",15.0250614467967,24.7162260799808,9.37276727672894e-06,1.54430949761479e-05,1
"168","prev_res_factors_specify","2019","Management issues",24.8373726401623,40.8574779930617,1.54937744744643e-05,2.55282525782087e-05,1
"169","prev_res_factors_specify","2019","Medical",689.920296664234,1134.91888801272,0.000430378431597315,0.000708817806759019,1
"170","prev_res_factors_specify","2019","Mental, Verbal & Emotional abuse",275.338268877741,452.931452303855,0.000171758466726183,0.000282953019391649,1
"171","prev_res_factors_specify","2019","Mold problems, moving in with partner",118.910848584209,195.60834592103,7.41776474195889e-05,0.000122211338094347,1
"172","prev_res_factors_specify","2019","More convenient location",30.6067537999967,50.3481100009919,1.90927658751551e-05,3.1458002784673e-05,1
"173","prev_res_factors_specify","2019","More lively neighborhood",26.2726310283398,43.2184780416235,1.63891014521272e-05,2.70034102133772e-05,1
"174","prev_res_factors_specify","2019","Most Friends and family live in Seattle",25.5893583371515,42.0944944646177,1.59628698560882e-05,2.63011433155529e-05,1
"175","prev_res_factors_specify","2019","Move close to new grand daughter",953.882807097273,1569.13721767489,0.000595040598792477,0.000979849425161595,1
"176","prev_res_factors_specify","2019","Move closer to friends and cultural events",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"177","prev_res_factors_specify","2019","Move in with girlfriend JM",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"178","prev_res_factors_specify","2019","Move in with my boyfriend",14.1192948210812,23.2262399806787,8.8077419808311e-06,1.4512135909396e-05,1
"179","prev_res_factors_specify","2019","Move in with now spouse",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"180","prev_res_factors_specify","2019","Move in with partner",40.1998834211535,48.7794389352553,2.5077045654175e-05,3.05190387897876e-05,2
"181","prev_res_factors_specify","2019","Move near family",315.307530133249,518.680887069141,0.000196691648217465,0.000324019611488872,1
"182","prev_res_factors_specify","2019","Move out of parent home after college",9206.48392098917,15144.6660500286,0.00574308674436571,0.00940837600324489,1
"183","prev_res_factors_specify","2019","Moved away from parents",729.869926775179,1200.63602954519,0.000455299367005611,0.000749843042516543,1
"184","prev_res_factors_specify","2019","Moved away to care for family; to be in a more walkable neighborhood",14.6558168501144,24.1088187184388,9.14242920555714e-06,1.50635805618901e-05,1
"185","prev_res_factors_specify","2019","Moved closer to my daughter",24.8365956133512,40.8561997839675,1.54932897582124e-05,2.55274539498455e-05,1
"186","prev_res_factors_specify","2019","Moved for grad school",203.901146776617,335.417386447496,0.000127195353108045,0.00020954954700233,1
"187","prev_res_factors_specify","2019","Moved in with bf",21.6190011955716,35.563256966712,1.34861256760196e-05,2.22204029316244e-05,1
"188","prev_res_factors_specify","2019","Moved in with boyfriend",269.261424212965,442.935042830319,0.000167967676850117,0.000276709159857333,1
"189","prev_res_factors_specify","2019","Moved in with Fiancée",362.371183030604,596.100596085342,0.000226050374460392,0.000372372747853809,1
"190","prev_res_factors_specify","2019","moved in with partner",38.254328362737,48.546891188974,2.38633910643971e-05,3.03658461554072e-05,2
"191","prev_res_factors_specify","2019","Moved in with partner",4.62168699681217,7.60267510975537,2.88304955027256e-06,4.7503042396417e-06,1
"192","prev_res_factors_specify","2019","Moved in with partner into a new apartment",26.0805886000723,42.902568247123,1.62693036733439e-05,2.68060292835081e-05,1
"193","prev_res_factors_specify","2019","Moved in with roommate",14.1264413572065,23.2379960326032,8.81220005377639e-06,1.45194812190283e-05,1
"194","prev_res_factors_specify","2019","moved into a seniors' residence",29.9631463949154,49.289375819632,1.86912778381998e-05,3.07965074060215e-05,1
"195","prev_res_factors_specify","2019","moved out of moms house",3239.28123652711,5328.61763408687,0.00202069251306232,0.0033227220393999,1
"196","prev_res_factors_specify","2019","Moved out of parents' house",10.1424366060343,16.6843082169268,6.32694237317765e-06,1.04246553692574e-05,1
"197","prev_res_factors_specify","2019","moved out on my own.",10.1424366060343,16.6843082169268,6.32694237317765e-06,1.04246553692573e-05,1
"198","prev_res_factors_specify","2019","Moved to affordable senior housing",29.9631463949154,49.289375819632,1.86912778381998e-05,3.07965074060215e-05,1
"199","prev_res_factors_specify","2019","Moved to city",213.282008099022,350.848903322919,0.000133047218029963,0.000219188994490278,1
"200","prev_res_factors_specify","2019","moved to retirement community",26.7121796924411,32.2735638551086,1.66632958273055e-05,2.01927649349063e-05,2
"201","prev_res_factors_specify","2019","MOVED TO RETIREMENT HOME",30.6206500049365,50.3709692581229,1.91014344516791e-05,3.14722852051611e-05,1
"202","prev_res_factors_specify","2019","Moved to senior living",9.90076419288961,16.2867570973043,6.17618496738391e-06,1.01762598207035e-05,1
"203","prev_res_factors_specify","2019","Moving in with fiance",1570.41139760426,2583.32674905881,0.000979636629812614,0.00161254170765508,1
"204","prev_res_factors_specify","2019","moving in with partner",215.122304999629,353.876191724425,0.000134195211642538,0.000221080006504793,1
"205","prev_res_factors_specify","2019","Moving in with partner",40.1998834211535,48.7794389352553,2.5077045654175e-05,3.05190387897876e-05,2
"206","prev_res_factors_specify","2019","Moving to retirement community",16.8336727560079,27.6913916836337,1.05009951349192e-05,1.73020067597627e-05,1
"207","prev_res_factors_specify","2019","multiple infestations of bedbugs",365.86126360849,601.841778636059,0.000228227517838434,0.00037595833931086,1
"208","prev_res_factors_specify","2019","Nearer to family",117.04732239554,192.54284534068,7.30151631700347e-05,0.000120296227328429,1
"209","prev_res_factors_specify","2019","Needed modern home",384.29355475953,632.162897579445,0.000239725745379622,0.000394894797168328,1
"210","prev_res_factors_specify","2019","Needed single level home in 55+ community",122.528834813327,201.559933267939,7.64345794831288e-05,0.000125929461719733,1
"211","prev_res_factors_specify","2019","Needed to downsize due to health issues",107.517080023575,176.865596638785,6.70701130176912e-05,0.000110502107311606,1
"212","prev_res_factors_specify","2019","needed to move to enable disabled wife more access to community",265.284581134584,436.39313596641,0.000165486886684851,0.000272622992395743,1
"213","prev_res_factors_specify","2019","neighborhood too loud",14.1192948210812,23.2262399806787,8.8077419808311e-06,1.4512135909396e-05,1
"214","prev_res_factors_specify","2019","New lifestyrle in retirement community",119.311567776106,196.267528991694,7.4427619623847e-05,0.00012262314908048,1
"215","prev_res_factors_specify","2019","New residence was more affordable",348.749574201951,573.693049562185,0.000217553093438435,0.000358378215806758,1
"216","prev_res_factors_specify","2019","no longer homeless",1646.2947916603,2708.15493228154,0.00102697336751409,0.00169038092228866,1
"217","prev_res_factors_specify","2019","No Roommates",26.2726310283398,43.2184780416235,1.63891014521272e-05,2.70034102133772e-05,1
"218","prev_res_factors_specify","2019","Noise",120.37895656842,159.806226560189,7.50934662681066e-05,9.99295355430122e-05,2
"219","prev_res_factors_specify","2019","Noise and general drunk rowdiness at night, also LBGTQIA community displacement",22.4405061314839,36.914632586288,1.39985877786376e-05,2.30647488718375e-05,1
"220","prev_res_factors_specify","2019","Noise issues",26.4720299433169,43.5464892567552,1.6513488272902e-05,2.72083520797401e-05,1
