variable,value,label,val_order,group_1_title,group_1_value,group_2_title,group_2_value,group_3_title,group_3_value
dest_purpose,11,Went to restaurant to eat/get take-out,281,dest_purpose_simple,Eat Meal,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,12,"Attended recreational event (e.g., movies, sporting event)",282,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,13,"Attended social event (e.g., visit with friends, family, co-workers)",283,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,14,"Went to exercise (e.g., gym, walk, jog, bike ride)",284,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,15,Went to other work-related activity,285,dest_purpose_simple,Work-related,dest_purpose_simpler,Work,,
dest_purpose,16,Other purpose,286,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,17,Other appointment/errands (rMove only),287,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,18,Other social/leisure (rMove only),288,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,19,"Transferred to another mode of transportation (e.g., change from ferry to bus)",289,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,20,Missing: Non-response,290,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,21,"Went to a family activity (e.g., child's softball game)",291,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,22,NA,292,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,23,"Recreational event (e.g., movies, sporting event)",293,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,24,"Exercise or recreation (e.g., gym, jog, bike, walk dog)",294,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,25,"Went to work-related activity (e.g., meeting, delivery, worksite)",295,dest_purpose_simple,Work-related,dest_purpose_simpler,Work,,
dest_purpose,26,"Personal business (e.g., bank, post office)",296,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,27,"Other activity only (e.g., attend meeting, pick-up or drop-off item)",297,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,28,Attend K-12 school,298,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,29,Pick someone up,299,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,30,Grocery shopping,300,dest_purpose_simple,Shopping,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,31,Drop someone off,301,dest_purpose_simple,Pick up/Drop off,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,32,"Other shopping (e.g., mall, pet store)",302,dest_purpose_simple,Shopping,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,33,"Social event (e.g., visit friends, family, co-workers)",303,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,34,"Went to another residence (e.g., someone else's home, second home)",304,dest_purpose_simple,Home,dest_purpose_simpler,Go Home,,
dest_purpose,35,"Medical appointment (e.g., doctor, dentist)",305,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,36,Other appointment/errands,306,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,37,Got gas,307,dest_purpose_simple,Shopping,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,38,Other social/leisure,308,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,39,Volunteering,309,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,40,Attend daycare or preschool,310,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,41,Religious/civic/volunteer activity,311,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,42,Other reason,312,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,43,"Accompany someone only (e.g., go along for the ride)",313,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,44,BOTH pick up AND drop off,314,dest_purpose_simple,Pick up/Drop off,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,45,"Went to temporary lodging (e.g., hotel, vacation rental)",315,dest_purpose_simple,Home,dest_purpose_simpler,Go Home,,
dest_purpose,46,"Attend other type of class (e.g., cooking class)",316,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,47,Attend college/university,317,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,48,"Changed or transferred mode (e.g., change from ferry to bus)",318,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,49,"Attend other education-related activity (e.g., field trip)",319,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,50,Attend vocational education class,320,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,51,"Appointment, shopping, or errands (e.g., gas)",321,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,52,Vacation/Traveling (rMove only),322,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,6,"Went to school/daycare (e.g., daycare, K-12, college)",323,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,7,"Social, leisure, religious, entertainment activity",324,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,9,"Dropped off/picked up someone (e.g., son at a friend's house, spouse at bus stop)",325,dest_purpose_simple,Pick up/Drop off,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,10,Went to primary workplace,326,dest_purpose_simple,Primary Work,dest_purpose_simpler,Work,,
dest_purpose,11,"Went to work-related activity (e.g., meeting, delivery, worksite)",327,dest_purpose_simple,Work-related,dest_purpose_simpler,Work,,
dest_purpose,13,Volunteering,328,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,14,Went to other work-related activity,329,dest_purpose_simple,Work-related,dest_purpose_simpler,Work,,
dest_purpose,21,Attend K-12 school,330,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,22,Attend college/university,331,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,23,"Attend other type of class (e.g., cooking class)",332,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,24,"Attend other education-related activity (e.g., field trip)",333,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,25,Attend vocational education class,334,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,26,Attend daycare or preschool,335,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,30,Grocery shopping,336,dest_purpose_simple,Shopping,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,31,Got gas,337,dest_purpose_simple,Shopping,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,32,"Other shopping (e.g., mall, pet store)",338,dest_purpose_simple,Shopping,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,33,"Personal business (e.g., bank, post office)",339,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,34,"Medical appointment (e.g., doctor, dentist)",340,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,44,"Other activity only (e.g., attend meeting, pick-up or drop-off item)",341,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,45,Pick someone up,342,dest_purpose_simple,Pick up/Drop off,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,46,Drop someone off,343,dest_purpose_simple,Pick up/Drop off,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,47,"Accompany someone only (e.g., go along for the ride)",344,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,48,BOTH pick up AND drop off,345,dest_purpose_simple,Pick up/Drop off,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,50,Went to restaurant to eat/get take-out,346,dest_purpose_simple,Recreation/Eat Meal,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,51,"Exercise or recreation (e.g., gym, jog, bike, walk dog)",347,dest_purpose_simple,Recreation/Eat Meal,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,52,"Social event (e.g., visit friends, family, co-workers)",348,dest_purpose_simple,Recreation/Eat Meal,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,53,"Recreational event (e.g., movies, sporting event)",349,dest_purpose_simple,Recreation/Eat Meal,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,54,Religious/civic/volunteer activity,350,dest_purpose_simple,Recreation/Eat Meal,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,55,Vacation/Traveling (rMove only),351,dest_purpose_simple,Recreation/Eat Meal,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,56,"Went to a family activity (e.g., child's softball game)",352,dest_purpose_simple,Recreation/Eat Meal,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,60,"Changed or transferred mode (e.g., change from ferry to bus)",353,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,Errands and Shopping,,
dest_purpose,61,Other appointment/errands,354,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,Errands and Shopping,,
dest_purpose,62,Other social/leisure,355,dest_purpose_simple,Recreation/Eat Meal,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,97,Other reason,356,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,Errands and Shopping,,
dest_purpose,150,"Went to another residence (e.g., someone else's home, second home)",357,dest_purpose_simple,Home,dest_purpose_simpler,Errands and Shopping,,
dest_purpose,152,other,358,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,Errands and Shopping,,
education,1,Less than high school,382,edu_simple,Less than Bachelors degree,,,,
education,2,High school graduate,383,edu_simple,Less than Bachelors degree,,,,
education,3,Some college,384,edu_simple,Less than Bachelors degree,,,,
education,4,Vocational/technical training,385,edu_simple,Less than Bachelors degree,,,,
education,5,Associates degree,386,edu_simple,Less than Bachelors degree,,,,
education,6,Bachelor degree,387,edu_simple,Less than Bachelors degree,,,,
education,7,Graduate/post-graduate degree,388,edu_simple,Bachelors or higher,,,,
education,995,Missing: Skip Logic,389,edu_simple,Missing: Skip Logic,,,,
education,999,Prefer not to answer,390,edu_simple,Prefer not to answer,,,,
employment,1,"Employed full time (35+ hours/week, paid)",391,worker,Worker,,,,
employment,2,"Employed part time (fewer than 35 hours/week, paid)",392,worker,Worker,,,,
employment,3,Self-employed,393,worker,Worker,,,,
employment,4,Unpaid volunteer or intern,394,worker,Not Worker,,,,
employment,5,Homemaker,395,worker,Not Worker,,,,
employment,6,"Not employed and not looking for work (e.g., retired, stay-at-home parent, student)",396,worker,Not Worker,,,,
employment,6,Retired,397,worker,Not Worker,,,,
employment,7,Unemployed and looking for work,398,worker,Not Worker,,,,
employment,7,Not currently employed,399,worker,Not Worker,,,,
employment,8,"Employed but not currently working (e.g., on leave, furloughed 100%)",400,worker,Not Worker,,,,
gender,1,Boy/Man (cisgender or transgender),451,gender_grp,Male,,,,
gender,2,Girl/Woman (cisgender or transgender),452,gender_grp,Female,,,,
gender,3,Another,453,gender_grp,"Non-binary, another, prefer not to answer",,,,
gender,4,Non-binary/Something else fits better,454,gender_grp,"Non-binary, another, prefer not to answer",,,,
gender,4,Not listed here / prefer not to answer,455,gender_grp,"Non-binary, another, prefer not to answer",,,,
gender,5,Non-Binary,456,gender_grp,"Non-binary, another, prefer not to answer",,,,
gender,995,Missing Response,457,gender_grp,"Non-binary, another, prefer not to answer",,,,
gender,999,Prefer not to answer,458,gender_grp,"Non-binary, another, prefer not to answer",,,,
gender,1,Female,459,gender_grp,Female,,,,
gender,2,Male,460,gender_grp,Male,,,,
hhincome_broad,1,"Under $25,000",480,hhincome_simple,"Under $25,000",hhincome_dichot,"Under $75,000",,
hhincome_broad,2,"$25,000-$49,999",481,hhincome_simple,"$25,000-$49,999",hhincome_dichot,"Under $75,000",,
hhincome_broad,3,"$50,000-$74,999",482,hhincome_simple,"$50,000-$74,999",hhincome_dichot,"Under $75,000",,
hhincome_broad,4,"$75,000-$99,999",483,hhincome_simple,"$75,000-$99,999",hhincome_dichot,"$75,000+",,
hhincome_broad,5,"$100,000 or more",484,hhincome_simple,"$100,000 or more",hhincome_dichot,"$75,000+",,
hhincome_broad,6,Prefer not to answer,485,hhincome_simple,Prefer not to answer,hhincome_dichot,Prefer not to answer,,
hhincome_broad,7,"$100,000-$199,000",486,hhincome_simple,"$100,000 or more",hhincome_dichot,"$75,000+",,
hhincome_broad,8,"$200,000 or more",487,hhincome_simple,"$100,000 or more",hhincome_dichot,"$75,000+",,
hhincome_broad,995,Missing: Skip Logic,488,hhincome_simple,Missing: Skip Logic,hhincome_dichot,Missing: Skip Logic,,
hhsize,1,1 person,545,hhsize_simple,"





1 person",,,,
hhsize,2,2 people,546,hhsize_simple,2 people,,,,
hhsize,3,3 people,547,hhsize_simple,3 people,,,,
hhsize,4,4 people,548,hhsize_simple,4+ people,,,,
hhsize,5,5 people,549,hhsize_simple,4+ people,,,,
hhsize,6,6 people,550,hhsize_simple,4+ people,,,,
hhsize,7,7 people,551,hhsize_simple,4+ people,,,,
hhsize,8,8 people,552,hhsize_simple,4+ people,,,,
hhsize,9,9 people,553,hhsize_simple,4+ people,,,,
hhsize,10,10 people,554,hhsize_simple,4+ people,,,,
hhsize,11,11 people,555,hhsize_simple,4+ people,,,,
hhsize,12,12 people,556,hhsize_simple,4+ people,,,,
hhsize,13,13 or more people,557,hhsize_simple,4+ people,,,,
industry,1,Financial services,567,industry_cond,Professional & Business Services,industry_usim,Business Services,,
industry,2,Real estate,568,industry_cond,Professional & Business Services,industry_usim,Business Services,,
industry,3,"Professional and business services (e.g., consulting, legal, marketing)",569,industry_cond,Professional & Business Services,industry_usim,Business Services,,
industry,4,"Personal services (e.g., hair styling, personal assistance, pet sitting)",570,industry_cond,Retail & Personal Services,industry_usim,Personal Services,,
industry,5,"Hospitality (e.g., restaurant, accommodation)",571,industry_cond,Retail & Personal Services,industry_usim,Food Services,,
industry,6,"Natural resources (e.g., forestry, fishery, energy)",572,industry_cond,Construction & Manufacturing,industry_usim,Natural Resources,,
industry,7,Public education,573,industry_cond,Healthcare & Education,industry_usim,Educ,,
industry,8,Private education,574,industry_cond,Healthcare & Education,industry_usim,Private Ed,,
industry,9,"Childcare (e.g., nanny, babysitter)",575,industry_cond,Healthcare & Education,industry_usim,Healthcare,,
industry,10,Health care,576,industry_cond,Healthcare & Education,industry_usim,Healthcare,,
industry,11,Sports and fitness,577,industry_cond,Retail & Personal Services,industry_usim,Personal Services,,
industry,12,Social assistance,578,industry_cond,Retail & Personal Services,industry_usim,Personal Services,,
industry,13,Arts and entertainment,579,industry_cond,Arts & Media,industry_usim,Personal Services,,
industry,14,Retail,580,industry_cond,Retail & Personal Services,industry_usim,Retail,,
industry,15,"Manufacturing (e.g., aerospace & defense, electrical, machinery)",581,industry_cond,Construction & Manufacturing,industry_usim,Manuf,,
industry,16,Transportation and utilities,582,industry_cond,Construction & Manufacturing,industry_usim,WTU,,
industry,17,Construction,583,industry_cond,Construction & Manufacturing,industry_usim,Construction,,
industry,18,Landscaping,584,industry_cond,Professional & Business Services,industry_usim,Business Services,,
industry,19,Government,585,industry_cond,Government & Military,industry_usim,Gov,,
industry,20,Military,586,industry_cond,Government & Military,industry_usim,Gov,,
industry,21,Technology and telecommunications,587,industry_cond,Professional & Business Services,industry_usim,Business Services,,
industry,22,Media,588,industry_cond,Arts & Media,industry_usim,Personal Services,,
industry,23,Other,589,industry_cond,Other,industry_usim,Other,,
industry,995,Missing: Skip Logic,590,industry_cond,Missing: Skip Logic,industry_usim,Missing: Skip Logic,,
lifecycle,1,Household includes children under 5,606,lifecycle_simple,Household has kids,,,,
lifecycle,2,Household includes children age 5-17,607,lifecycle_simple,Household has kids,,,,
lifecycle,3,"Household size = 1, Householder under age 35",608,lifecycle_simple,"Under 35 years, no kids",,,,
lifecycle,4,"Household size = 1, Householder age 35 - 64",609,lifecycle_simple,35-64,,,,
lifecycle,5,"Household size = 1, Householder age 65+",610,lifecycle_simple,65 years or older,,,,
lifecycle,6,"Household size > 1, Householder under age 35",611,lifecycle_simple,"Under 35 years, no kids",,,,
lifecycle,7,"Household size > 1, Householder age 35 - 64",612,lifecycle_simple,35-64,,,,
lifecycle,8,"Household size > 1, Householder age 65+",613,lifecycle_simple,65 years or older,,,,
mode_characterization,1,Drive SOV,895,mode_char1,SOV,non_motorized_mode,Not Walk/Bike,,
mode_characterization,2,Drive HOV2,896,mode_char1,HOV,non_motorized_mode,Not Walk/Bike,,
mode_characterization,3,Drive HOV3+,897,mode_char1,HOV,non_motorized_mode,Not Walk/Bike,,
mode_characterization,4,Transit,898,mode_char1,Transit,non_motorized_mode,Not Walk/Bike,,
mode_characterization,5,Walk,899,mode_char1,Walk,non_motorized_mode,Walk/Bike,,
mode_characterization,6,Bike/Micromobility,900,mode_char1,Bike/Micromobility,non_motorized_mode,Walk/Bike,,
mode_characterization,7,Airplane,901,mode_char1,Airplane,non_motorized_mode,Not Walk/Bike,,
mode_characterization,995,Missing Response,902,mode_char1,Missing Response,non_motorized_mode,Missing Response,,
race_category,1,African American,1238,,,,,,
race_category,2,Asian,1239,,,,,,
race_category,3,Child,1240,,,,,,
race_category,4,Hispanic,1241,,,,,,
race_category,5,Missing,1242,,,,,,
race_category,6,Other,1243,,,,,,
race_category,7,White,1244,,,,,,
race_category,7,White Only,1245,,,,,,
rent_own,1,Own/paying mortgage,1280,res_dur_5,Less than 5 years,,,,
rent_own,2,Rent,1281,res_dur_5,Less than 5 years,,,,
rent_own,3,Provided by job or military,1282,res_dur_5,Less than 5 years,,,,
rent_own,4,Other,1283,res_dur_5,Less than 5 years,,,,
rent_own,5,Prefer not to answer,1284,res_dur_5,More than 5 years,,,,
rent_own,6,"Provided by family, relative, or friend without payment or rent",1285,res_dur_5,More than 5 years,,,,
rent_own,995,Missing Response,1286,res_dur_5,More than 5 years,,,,
res_dur,1,Less than a year,1287,res_dur_5,Missing Response,,,,
sexuality,1,"Bisexual, gay, lesbian, or queer",1359,sexuality_broad,"Bisexual, gay, lesbian, queer, don't know, something else",,,,
sexuality,2,Heterosexual (straight),1360,sexuality_broad,Heterosexual (straight),,,,
sexuality,3,Something else fits better,1361,sexuality_broad,"Bisexual, gay, lesbian, queer, don't know, something else",,,,
sexuality,995,Missing Response,1362,sexuality_broad,Missing,,,,
sexuality,998,Don't know or questioning,1363,sexuality_broad,"Bisexual, gay, lesbian, queer, don't know, something else",,,,
sexuality,999,Prefer not to answer,1364,sexuality_broad,Prefer not to answer,,,,
telecommute_freq,1,6-7 days a week,1400,telecommute_freq_simple,5+ days,telecommute_freq_cond,1+ days per week,telecommute_freq_broad,3+ days
telecommute_freq,2,5 days a week,1401,telecommute_freq_simple,5+ days,telecommute_freq_cond,1+ days per week,telecommute_freq_broad,3+ days
telecommute_freq,3,4 days a week,1402,telecommute_freq_simple,3-4 days,telecommute_freq_cond,1+ days per week,telecommute_freq_broad,3+ days
telecommute_freq,4,3 days a week,1403,telecommute_freq_simple,3-4 days,telecommute_freq_cond,1+ days per week,telecommute_freq_broad,3+ days
telecommute_freq,5,2 days a week,1404,telecommute_freq_simple,1-2 days,telecommute_freq_cond,1+ days per week,telecommute_freq_broad,1-2 days
telecommute_freq,6,1 day a week,1405,telecommute_freq_simple,1-2 days,telecommute_freq_cond,1+ days per week,telecommute_freq_broad,1-2 days
telecommute_freq,7,A few times per month,1406,telecommute_freq_simple,Never or less than weekly,telecommute_freq_cond,Never or less than weekly,telecommute_freq_broad,Never or less than weekly
telecommute_freq,8,Less than monthly,1407,telecommute_freq_simple,Never or less than weekly,telecommute_freq_cond,Never or less than weekly,telecommute_freq_broad,Never or less than weekly
telecommute_freq,9,Never / None,1408,telecommute_freq_simple,Never or less than weekly,telecommute_freq_cond,Never or less than weekly,telecommute_freq_broad,Never or less than weekly
telecommute_freq,10,Not applicable,1409,telecommute_freq_simple,Never or less than weekly,telecommute_freq_cond,Never or less than weekly,telecommute_freq_broad,Never or less than weekly
